chrom	window_start	window_end	n_variants	mean_2pq	cMperMb	post_L1Mb	post_L2Mb	post_L3Mb	post_L5Mb	post_L7Mb	post_L10Mb	post_L15Mb	L_for_post_0.5_Mb	L_for_post_0.9_Mb	L_for_post_0.95_Mb	L_for_post_0.99_Mb
chr1	42000000	43000000	6521	0.11835	0.7500	0.12896	0.15171	0.17766	0.23969	0.31507	0.44777	0.67591	11.11	22.74	26.69	35.43
chr1	43000000	44000000	6689	0.09605	0.8310	0.12661	0.14636	0.16860	0.22099	0.28409	0.39634	0.60311	12.51	25.60	30.05	39.89
chr1	44000000	45000000	6758	0.09291	0.6688	0.12253	0.13726	0.15345	0.19048	0.23397	0.31116	0.46444	16.09	32.94	38.66	NA
chr1	45000000	46000000	6758	0.08555	0.6465	0.12095	0.13379	0.14777	0.17932	0.21591	0.28035	0.40986	18.15	37.15	43.62	NA
chr1	46000000	47000000	7563	0.09225	0.6353	0.12173	0.13550	0.15057	0.18480	0.22475	0.29541	0.43676	17.07	34.93	41.01	NA
chr1	47000000	48000000	7565	0.10726	0.9009	0.13071	0.15574	0.18455	0.25407	0.33891	0.48628	0.72456	10.27	21.02	24.67	32.75
chr1	48000000	49000000	7167	0.09364	0.6780	0.12284	0.13794	0.15458	0.19271	0.23760	0.31736	0.47519	15.75	32.23	37.83	NA
chr1	49000000	50000000	5774	0.05723	0.4135	0.11505	0.11903	0.12424	0.13523	0.14704	0.16634	0.20292	43.08	NA	NA	NA
chr1	50000000	51000000	5680	0.06150	0.1752	0.11551	0.11551	0.11584	0.12048	0.12527	0.13277	0.14610	NA	NA	NA	NA
chr1	51000000	52000000	6671	0.04335	0.3145	0.11357	0.11472	0.11759	0.12349	0.12966	0.13939	0.15696	NA	NA	NA	NA
chr1	52000000	53000000	6555	0.06896	0.7570	0.12016	0.13207	0.14497	0.17390	0.20720	0.26555	0.38309	19.40	39.72	46.62	NA
chr1	53000000	54000000	7643	0.09546	1.3320	0.13802	0.17299	0.21462	0.31805	0.44320	0.63960	0.87102	7.85	16.07	18.87	25.05
chr1	54000000	55000000	8739	0.10953	1.5270	0.14870	0.19932	0.26187	0.41880	0.59408	0.80903	0.96140	5.92	12.13	14.24	18.90
chr1	55000000	56000000	7871	0.10368	1.6213	0.14878	0.19953	0.26225	0.41960	0.59518	0.81004	0.96176	5.91	12.10	14.21	18.86
chr1	56000000	57000000	7755	0.12918	1.3764	0.15209	0.20792	0.27753	0.45136	0.63794	0.84668	0.97373	5.51	11.28	13.24	17.58
chr1	57000000	58000000	7766	0.10692	1.5445	0.14807	0.19774	0.25900	0.41276	0.58566	0.80123	0.95853	6.01	12.30	14.44	19.16
chr1	58000000	59000000	7803	0.11143	1.4708	0.14785	0.19718	0.25798	0.41061	0.58264	0.79839	0.95746	6.04	12.36	14.51	19.26
chr1	59000000	60000000	6831	0.09397	1.3855	0.13876	0.17477	0.21776	0.32478	0.45388	0.65370	0.88106	7.68	15.71	18.44	24.48
chr1	60000000	61000000	7298	0.08527	1.5508	0.13912	0.17563	0.21930	0.32809	0.45911	0.66048	0.88571	7.59	15.54	18.24	24.21
chr1	61000000	62000000	7076	0.09727	1.4493	0.14155	0.18155	0.22983	0.35067	0.49429	0.70411	0.91293	7.08	14.48	17.00	22.57
chr1	62000000	63000000	6979	0.11884	1.6349	0.15638	0.21896	0.29774	0.49232	0.68926	0.88470	0.98379	5.07	10.39	12.19	16.18
chr1	63000000	64000000	6971	0.11733	1.4032	0.14819	0.19804	0.25954	0.41391	0.58727	0.80273	0.95910	5.99	12.27	14.40	19.11
chr1	64000000	65000000	6598	0.11073	1.2820	0.14207	0.18282	0.23211	0.35557	0.50178	0.71296	0.91791	6.98	14.28	16.76	22.25
chr1	65000000	66000000	6786	0.13318	1.0776	0.14294	0.18497	0.23595	0.36380	0.51429	0.72736	0.92563	6.81	13.95	16.37	21.73
chr1	66000000	67000000	7022	0.12247	1.0302	0.13825	0.17354	0.21558	0.32011	0.44648	0.64396	0.87418	7.80	15.96	18.74	24.87
chr1	67000000	68000000	6732	0.10832	1.0418	0.13468	0.16502	0.20061	0.28808	0.39484	0.57190	0.81517	8.79	17.99	21.11	28.02
chr1	68000000	69000000	7274	0.09767	0.9790	0.13035	0.15490	0.18311	0.25106	0.33391	0.47830	0.71489	10.43	21.35	25.06	33.27
chr1	69000000	70000000	7034	0.10515	0.8841	0.12981	0.15365	0.18097	0.24659	0.32651	0.46638	0.70006	10.69	21.87	25.67	34.08
chr1	70000000	71000000	6554	0.11417	0.6483	0.12544	0.14372	0.16417	0.21196	0.26919	0.37119	0.56435	13.35	27.33	32.08	42.58
chr1	71000000	72000000	6006	0.09151	0.5126	0.11913	0.12984	0.14137	0.16698	0.19617	0.24689	0.34903	21.34	43.67	NA	NA
chr1	72000000	73000000	6029	0.08912	0.3662	0.11860	0.12321	0.13079	0.14713	0.16513	0.19537	0.25471	30.71	NA	NA	NA
chr1	73000000	74000000	6953	0.12155	0.5631	0.12421	0.14097	0.15959	0.20272	0.25398	0.34532	0.52249	14.38	29.44	34.56	45.87
chr1	74000000	75000000	6032	0.09730	0.5509	0.12065	0.13313	0.14670	0.17724	0.21255	0.27463	0.39956	18.61	38.09	44.72	NA
chr1	75000000	76000000	7075	0.11032	0.9500	0.13273	0.16045	0.19266	0.27119	0.36716	0.53043	0.77424	9.45	19.34	22.71	30.14
chr1	76000000	77000000	7227	0.10515	0.8358	0.12860	0.15089	0.17625	0.23676	0.31023	0.43982	0.66523	11.30	23.13	27.16	36.04
chr1	77000000	78000000	6472	0.09849	0.9440	0.12973	0.15347	0.18066	0.24594	0.32543	0.46464	0.69784	10.72	21.95	25.77	34.20
chr1	78000000	79000000	7399	0.11142	0.6224	0.12433	0.14124	0.16003	0.20361	0.25544	0.34781	0.52661	14.28	29.22	34.30	45.53
chr1	79000000	80000000	8222	0.12442	0.7282	0.12948	0.15289	0.17967	0.24387	0.32201	0.45909	0.69073	10.85	22.20	26.06	34.59
chr1	80000000	81000000	8847	0.11479	1.0026	0.13533	0.16657	0.20333	0.29388	0.40430	0.58563	0.82756	8.59	17.57	20.63	27.38
chr1	81000000	82000000	8051	0.11143	1.1225	0.13777	0.17240	0.21358	0.31582	0.43963	0.63483	0.86750	7.91	16.20	19.02	25.24
chr1	82000000	83000000	7845	0.11940	1.0470	0.13790	0.17270	0.21411	0.31694	0.44143	0.63724	0.86929	7.88	16.14	18.94	25.14
chr1	83000000	84000000	7852	0.11337	1.0670	0.13677	0.17001	0.20936	0.30677	0.42514	0.61505	0.85226	8.18	16.73	19.64	26.07
chr1	84000000	85000000	7226	0.10346	0.9955	0.13219	0.15919	0.19049	0.26659	0.35959	0.51877	0.76173	9.65	19.76	23.20	30.79
chr1	85000000	86000000	7299	0.10816	0.9392	0.13192	0.15855	0.18938	0.26424	0.35572	0.51276	0.75512	9.76	19.98	23.46	31.13
chr1	86000000	87000000	7970	0.09666	1.1630	0.13439	0.16435	0.19945	0.28560	0.39080	0.56597	0.80964	8.88	18.17	21.33	28.31
chr1	87000000	88000000	6723	0.09655	1.1014	0.13291	0.16087	0.19340	0.27274	0.36973	0.53435	0.77834	9.38	19.21	22.55	29.93
chr1	88000000	89000000	6635	0.08484	1.1864	0.13139	0.15731	0.18724	0.25975	0.34829	0.50114	0.74200	9.98	20.42	23.98	31.82
chr1	89000000	90000000	6538	0.10612	0.8099	0.12815	0.14986	0.17451	0.23316	0.30425	0.42995	0.65170	11.55	23.64	27.76	36.84
chr1	90000000	91000000	6503	0.09690	0.9359	0.12917	0.15218	0.17846	0.24135	0.31783	0.45228	0.68187	11.00	22.52	26.44	35.09
chr1	91000000	92000000	7655	0.12455	0.7342	0.12968	0.15336	0.18047	0.24554	0.32477	0.46357	0.69648	10.75	22.00	25.82	34.27
chr1	92000000	93000000	6120	0.06164	0.6004	0.11684	0.12496	0.13355	0.15225	0.17303	0.20833	0.27828	27.47	NA	NA	NA
chr1	93000000	94000000	6708	0.07797	0.7533	0.12166	0.13535	0.15031	0.18429	0.22392	0.29400	0.43426	17.16	35.13	41.24	NA
chr1	94000000	95000000	7128	0.11480	0.8765	0.13178	0.15821	0.18880	0.26303	0.35372	0.50965	0.75165	9.82	20.10	23.59	31.32
chr1	95000000	96000000	6984	0.11062	0.7784	0.12824	0.15006	0.17485	0.23387	0.30542	0.43190	0.65440	11.50	23.54	27.64	36.68
chr1	96000000	97000000	7211	0.11353	0.5358	0.12239	0.13695	0.15294	0.18947	0.23233	0.30836	0.45956	16.26	33.27	39.06	NA
chr1	97000000	98000000	6773	0.08317	0.7209	0.12197	0.13602	0.15142	0.18646	0.22745	0.30002	0.44491	16.77	34.32	40.29	NA
chr1	98000000	99000000	6940	0.10847	0.8807	0.13046	0.15516	0.18356	0.25200	0.33548	0.48081	0.71795	10.38	21.24	24.94	33.10
chr1	99000000	100000000	7385	0.10258	0.9047	0.12974	0.15350	0.18070	0.24602	0.32558	0.46487	0.69813	10.72	21.94	25.75	34.18
chr1	100000000	101000000	6395	0.08615	1.1348	0.13072	0.15575	0.18457	0.25412	0.33898	0.48639	0.72470	10.27	21.01	24.67	32.74
chr1	101000000	102000000	8153	0.11444	0.9540	0.13386	0.16310	0.19728	0.28098	0.38324	0.55475	0.79889	9.05	18.53	21.75	28.87
chr1	102000000	103000000	8233	0.09886	0.7850	0.12612	0.14526	0.16675	0.21722	0.27787	0.38586	0.58720	12.84	26.29	30.86	40.96
chr1	103000000	104000000	6489	0.08648	0.4323	0.11830	0.12535	0.13418	0.15341	0.17484	0.21130	0.28372	26.84	NA	NA	NA
chr1	104000000	105000000	9909	0.12303	0.5275	0.12340	0.13918	0.15662	0.19677	0.24424	0.32870	0.49461	15.16	31.02	36.41	48.33
chr1	105000000	106000000	8588	0.13178	0.6605	0.12871	0.15113	0.17667	0.23762	0.31165	0.44216	0.66840	11.25	23.02	27.02	35.86
chr1	106000000	107000000	7385	0.10450	1.0358	0.13349	0.16222	0.19574	0.27772	0.37790	0.54675	0.79099	9.18	18.79	22.06	29.28
chr1	107000000	108000000	7182	0.10265	1.0220	0.13265	0.16026	0.19233	0.27049	0.36601	0.52867	0.77237	9.48	19.41	22.78	30.24
chr1	108000000	109000000	6428	0.10386	1.3680	0.14196	0.18257	0.23165	0.35458	0.50027	0.71119	0.91693	7.00	14.32	16.81	22.31
chr1	109000000	110000000	6800	0.09468	1.3138	0.13732	0.17131	0.21165	0.31167	0.43301	0.62586	0.86072	8.03	16.44	19.30	25.61
chr1	110000000	111000000	6952	0.11968	1.6321	0.15669	0.21978	0.29925	0.49533	0.69285	0.88713	0.98436	5.04	10.33	12.12	16.09
chr1	111000000	112000000	7393	0.12489	1.3676	0.15005	0.20273	0.26807	0.43177	0.61187	0.82489	0.96689	5.75	11.77	13.82	18.35
chr1	112000000	113000000	6935	0.10088	1.0636	0.13320	0.16155	0.19458	0.27525	0.37385	0.54062	0.78479	9.28	18.99	22.30	29.59
chr1	113000000	114000000	5970	0.09075	0.9994	0.12910	0.15203	0.17820	0.24080	0.31693	0.45080	0.67992	11.04	22.59	26.52	35.20
chr1	114000000	115000000	6854	0.08771	1.0742	0.12989	0.15385	0.18131	0.24730	0.32770	0.46830	0.70247	10.64	21.79	25.57	33.94
chr1	115000000	116000000	7557	0.12440	1.2948	0.14741	0.19606	0.25596	0.40636	0.57664	0.79266	0.95526	6.10	12.49	14.66	19.46
chr1	116000000	117000000	6448	0.06850	1.1560	0.12619	0.14542	0.16701	0.21775	0.27873	0.38732	0.58945	12.80	26.19	30.74	40.81
chr1	117000000	118000000	7245	0.10482	0.9113	0.13041	0.15506	0.18337	0.25161	0.33483	0.47977	0.71669	10.40	21.29	24.99	33.17
chr1	118000000	119000000	6952	0.11540	0.7552	0.12854	0.15076	0.17603	0.23631	0.30948	0.43859	0.66356	11.33	23.20	27.23	36.14
chr1	119000000	120000000	7148	0.10732	0.5177	0.12115	0.13424	0.14849	0.18074	0.21819	0.28422	0.41681	17.86	36.55	42.91	NA
chr1	120000000	121000000	5302	0.08563	0.3923	0.11820	0.12362	0.13143	0.14831	0.16695	0.19834	0.26009	29.88	NA	NA	NA
chr1	121000000	122000000	6717	0.04128	0.0811	0.11335	0.11335	0.11335	0.11335	0.11393	0.11601	0.11956	NA	NA	NA	NA
chr1	122000000	123000000	21833	0.01236	0.0292	0.11040	0.11040	0.11040	0.11040	0.11040	0.11040	0.11040	NA	NA	NA	NA
chr1	123000000	124000000	39820	0.01207	0.0000	0.11037	0.11037	0.11037	0.11037	0.11037	0.11037	0.11037	NA	NA	NA	NA
chr1	124000000	125000000	35788	0.01388	0.0035	0.11055	0.11055	0.11055	0.11055	0.11055	0.11055	0.11055	NA	NA	NA	NA
chr1	125000000	126000000	3995	0.03983	0.0053	0.11320	0.11320	0.11320	0.11320	0.11320	0.11320	0.11320	NA	NA	NA	NA
chr1	143000000	144000000	8807	0.03078	0.0522	0.11226	0.11226	0.11226	0.11226	0.11226	0.11240	0.11404	NA	NA	NA	NA
chr1	144000000	145000000	3635	0.03107	0.1169	0.11229	0.11229	0.11229	0.11283	0.11431	0.11657	0.12043	NA	NA	NA	NA
chr1	145000000	146000000	5790	0.04049	0.3526	0.11327	0.11498	0.11798	0.12418	0.13066	0.14092	0.15950	NA	NA	NA	NA
chr1	146000000	147000000	6384	0.06640	0.4111	0.11605	0.12067	0.12679	0.13984	0.15399	0.17739	0.22242	37.15	NA	NA	NA
chr1	147000000	148000000	8853	0.10551	0.3488	0.12051	0.12526	0.13403	0.15314	0.17442	0.21061	0.28246	26.98	NA	NA	NA
chr1	148000000	149000000	6989	0.05206	0.4993	0.11449	0.12001	0.12577	0.13798	0.15118	0.17291	0.21447	39.31	NA	NA	NA
chr1	149000000	150000000	5999	0.05314	0.5143	0.11477	0.12060	0.12668	0.13964	0.15368	0.17689	0.22153	37.38	NA	NA	NA
chr1	150000000	151000000	6411	0.08110	0.7568	0.12227	0.13669	0.15251	0.18862	0.23095	0.30599	0.45541	16.40	33.56	39.40	NA
chr1	151000000	152000000	6421	0.08397	0.5559	0.11903	0.12964	0.14105	0.16636	0.19519	0.24525	0.34601	21.53	44.07	NA	NA
chr1	152000000	153000000	7469	0.10621	0.8171	0.12835	0.15032	0.17529	0.23477	0.30691	0.43436	0.65779	11.44	23.41	27.48	36.48
chr1	153000000	154000000	7102	0.10270	1.0237	0.13271	0.16038	0.19255	0.27096	0.36679	0.52987	0.77364	9.46	19.36	22.73	30.17
chr1	154000000	155000000	6234	0.09980	0.9132	0.12931	0.15251	0.17901	0.24250	0.31974	0.45540	0.68594	10.93	22.37	26.27	34.86
chr1	155000000	156000000	5483	0.06000	1.1064	0.12323	0.13880	0.15599	0.19553	0.24220	0.32522	0.48869	15.33	31.38	36.83	48.89
chr1	156000000	157000000	6611	0.09010	1.0306	0.12960	0.15318	0.18017	0.24491	0.32373	0.46188	0.69432	10.79	22.07	25.91	34.39
chr1	157000000	158000000	7811	0.12103	1.4716	0.15194	0.20755	0.27686	0.44999	0.63614	0.84523	0.97330	5.53	11.32	13.28	17.63
chr1	158000000	159000000	8479	0.14257	1.4864	0.16221	0.23423	0.32578	0.54667	0.75059	0.92227	0.99151	4.59	9.40	11.03	14.64
chr1	159000000	160000000	7724	0.09249	1.8205	0.14858	0.19902	0.26133	0.41767	0.59251	0.80759	0.96088	5.94	12.16	14.27	18.94
chr1	160000000	161000000	7854	0.10653	1.5960	0.14937	0.20101	0.26494	0.42522	0.60294	0.81703	0.96423	5.84	11.95	14.03	18.62
chr1	161000000	162000000	7748	0.09936	1.5855	0.14588	0.19226	0.24908	0.39178	0.55574	0.77197	0.94679	6.33	12.95	15.20	20.17
chr1	162000000	163000000	7802	0.11067	1.4949	0.14824	0.19817	0.25979	0.41442	0.58798	0.80339	0.95934	5.99	12.25	14.38	19.09
chr1	163000000	164000000	7846	0.11318	1.8424	0.16023	0.22900	0.31618	0.52841	0.73085	0.91106	0.98943	4.74	9.71	11.40	15.13
chr1	164000000	165000000	7547	0.11000	1.8716	0.15937	0.22676	0.31207	0.52047	0.72199	0.90577	0.98839	4.81	9.85	11.56	15.35
chr1	165000000	166000000	8207	0.10672	1.5142	0.14713	0.19536	0.25469	0.40367	0.57283	0.78898	0.95381	6.14	12.57	14.76	19.59
chr1	166000000	167000000	7914	0.10850	1.7178	0.15387	0.21249	0.28589	0.46846	0.65989	0.86371	0.97853	5.32	10.89	12.78	16.97
chr1	167000000	168000000	7482	0.09279	1.6859	0.14545	0.19118	0.24713	0.38764	0.54971	0.76578	0.94409	6.39	13.08	15.36	20.39
chr1	168000000	169000000	7708	0.11276	1.7952	0.15848	0.22443	0.30778	0.51213	0.71251	0.89990	0.98718	4.89	10.00	11.74	15.59
chr1	169000000	170000000	7446	0.13035	1.1347	0.14404	0.18767	0.24080	0.37416	0.52983	0.74465	0.93432	6.62	13.56	15.91	21.12
chr1	170000000	171000000	7147	0.11876	0.9155	0.13381	0.16299	0.19707	0.28054	0.38253	0.55368	0.79785	9.07	18.56	21.79	28.92
chr1	171000000	172000000	7303	0.12261	0.7995	0.13125	0.15699	0.18670	0.25859	0.34638	0.49813	0.73853	10.04	20.54	24.11	32.00
chr1	172000000	173000000	6113	0.11154	0.7939	0.12883	0.15142	0.17716	0.23864	0.31334	0.44494	0.67213	11.18	22.88	26.86	35.65
chr1	173000000	174000000	5954	0.08773	0.4620	0.11844	0.12682	0.13651	0.15778	0.18166	0.22260	0.30442	24.74	NA	NA	NA
chr1	174000000	175000000	6489	0.08713	0.7593	0.12339	0.13917	0.15659	0.19672	0.24416	0.32856	0.49438	15.16	31.03	36.43	48.35
chr1	175000000	176000000	7488	0.10904	0.7625	0.12752	0.14843	0.17209	0.22816	0.29597	0.41622	0.63230	11.92	24.40	28.64	38.02
chr1	176000000	177000000	6178	0.10005	1.0947	0.13374	0.16280	0.19675	0.27985	0.38140	0.55199	0.79619	9.10	18.62	21.85	29.01
chr1	177000000	178000000	6876	0.11089	0.7667	0.12799	0.14948	0.17387	0.23184	0.30206	0.42633	0.64664	11.65	23.84	27.98	37.14
chr1	178000000	179000000	6361	0.08114	0.6989	0.12123	0.13441	0.14877	0.18128	0.21907	0.28573	0.41951	17.75	36.32	42.64	NA
chr1	179000000	180000000	7830	0.12783	0.6493	0.12769	0.14882	0.17275	0.22952	0.29821	0.41995	0.63763	11.82	24.19	28.40	37.69
chr1	180000000	181000000	7057	0.09091	0.8740	0.12647	0.14605	0.16808	0.21993	0.28235	0.39341	0.59871	12.60	25.79	30.27	40.18
chr1	181000000	182000000	7052	0.10628	1.0888	0.13535	0.16662	0.20342	0.29407	0.40460	0.58607	0.82795	8.58	17.56	20.61	27.36
chr1	182000000	183000000	6865	0.10796	1.1321	0.13700	0.17054	0.21030	0.30879	0.42838	0.61952	0.85580	8.12	16.61	19.50	25.88
chr1	183000000	184000000	6942	0.13484	0.9162	0.13780	0.17246	0.21367	0.31602	0.43996	0.63527	0.86783	7.91	16.19	19.00	25.22
chr1	184000000	185000000	6888	0.09090	0.8027	0.12498	0.14269	0.16245	0.20848	0.26345	0.36144	0.54881	13.72	28.08	32.96	43.75
chr1	185000000	186000000	7046	0.08042	0.6761	0.12071	0.13327	0.14691	0.17766	0.21323	0.27578	0.40163	18.52	37.90	44.49	NA
chr1	186000000	187000000	6825	0.09602	0.7141	0.12402	0.14055	0.15888	0.20129	0.25164	0.34133	0.51588	14.56	29.80	34.98	46.43
chr1	187000000	188000000	8022	0.12157	0.7209	0.12873	0.15119	0.17676	0.23782	0.31198	0.44271	0.66914	11.23	22.99	26.99	35.82
chr1	188000000	189000000	8772	0.12440	0.6495	0.12713	0.14754	0.17059	0.22508	0.29086	0.40769	0.61993	12.16	24.90	29.23	38.79
chr1	189000000	190000000	7977	0.12201	0.4482	0.12250	0.13402	0.14815	0.18006	0.21709	0.28236	0.41348	18.00	36.84	43.24	NA
chr1	190000000	191000000	7698	0.11921	0.3224	0.12216	0.12615	0.13545	0.15579	0.17855	0.21743	0.29494	25.65	NA	NA	NA
chr1	191000000	192000000	7168	0.10646	0.5319	0.12139	0.13475	0.14933	0.18236	0.22081	0.28870	0.42482	17.53	35.88	42.12	NA
chr1	192000000	193000000	6653	0.10488	0.6596	0.12423	0.14103	0.15968	0.20289	0.25426	0.34580	0.52329	14.36	29.40	34.51	45.80
chr1	193000000	194000000	7383	0.08779	0.6772	0.12189	0.13585	0.15113	0.18590	0.22654	0.29847	0.44217	16.87	34.52	40.53	NA
chr1	194000000	195000000	8577	0.10557	0.5576	0.12189	0.13584	0.15112	0.18589	0.22651	0.29843	0.44210	16.87	34.53	40.53	NA
chr1	195000000	196000000	7752	0.13703	0.5194	0.12499	0.14271	0.16249	0.20855	0.26357	0.36165	0.54915	13.71	28.06	32.95	43.73
chr1	196000000	197000000	6915	0.07757	0.5486	0.11810	0.12765	0.13784	0.16028	0.18559	0.22915	0.31645	23.69	48.49	NA	NA
chr1	197000000	198000000	5550	0.07865	0.4800	0.11741	0.12545	0.13434	0.15370	0.17530	0.21205	0.28509	26.69	NA	NA	NA
