chrom	window_start	window_end	n_variants	mean_2pq	cMperMb	post_L1Mb	post_L2Mb	post_L3Mb	post_L5Mb	post_L7Mb	post_L10Mb	post_L15Mb	L_for_post_0.5_Mb	L_for_post_0.9_Mb	L_for_post_0.95_Mb	L_for_post_0.99_Mb
chr1	15000000	16000000	13964	0.09228	1.9596	0.03459	0.04975	0.07108	0.14048	0.25877	0.52149	0.87903	9.77	15.56	17.53	21.88
chr1	16000000	17000000	15113	0.07085	1.7975	0.03094	0.03992	0.05137	0.08412	0.13479	0.25604	0.56323	14.04	22.35	25.18	31.43
chr1	17000000	18000000	14672	0.08888	2.2922	0.03620	0.05442	0.08104	0.17152	0.32708	0.63618	0.93658	8.69	13.84	15.59	19.46
chr1	18000000	19000000	14644	0.08524	2.6340	0.03772	0.05897	0.09108	0.20393	0.39575	0.72805	0.96549	7.90	12.58	14.18	17.69
chr1	19000000	20000000	13350	0.08257	2.3132	0.03523	0.05160	0.07499	0.15251	0.28543	0.56916	0.90652	9.30	14.81	16.69	20.83
chr1	20000000	21000000	12152	0.07526	1.4207	0.02971	0.03683	0.04558	0.06934	0.10412	0.18462	0.40764	16.68	26.56	29.93	37.35
chr1	21000000	22000000	13312	0.07662	1.5188	0.03028	0.03826	0.04824	0.07601	0.11779	0.21636	0.48094	15.31	24.39	27.47	34.29
chr1	22000000	23000000	13331	0.07856	1.2338	0.02912	0.03541	0.04299	0.06303	0.09151	0.15583	0.33623	18.37	29.25	32.95	41.13
chr1	23000000	24000000	11828	0.07228	1.5306	0.02992	0.03735	0.04655	0.07174	0.10901	0.19593	0.43447	16.15	25.72	28.97	36.16
chr1	24000000	25000000	12710	0.09399	1.2448	0.03039	0.03853	0.04874	0.07728	0.12043	0.22250	0.49439	15.09	24.03	27.07	33.79
chr1	25000000	26000000	11445	0.08447	1.2250	0.02953	0.03640	0.04479	0.06739	0.10019	0.17560	0.38570	17.15	27.32	30.77	38.41
chr1	26000000	27000000	11286	0.06507	0.8210	0.02665	0.02967	0.03302	0.04085	0.05044	0.06890	0.11392	33.57	NA	NA	NA
chr1	27000000	28000000	11017	0.06744	0.6000	0.02596	0.02817	0.03056	0.03593	0.04221	0.05362	0.07931	44.26	NA	NA	NA
chr1	28000000	29000000	11152	0.07310	0.9011	0.02734	0.03122	0.03564	0.04633	0.06004	0.08783	0.16025	27.11	43.17	48.63	NA
chr1	29000000	30000000	12388	0.08495	1.6344	0.03173	0.04196	0.05531	0.09471	0.15748	0.30865	0.65580	12.78	20.35	22.92	28.61
chr1	30000000	31000000	15119	0.09283	1.7548	0.03336	0.04632	0.06400	0.11932	0.21165	0.42820	0.80541	10.85	17.27	19.46	24.28
chr1	31000000	32000000	12315	0.08596	1.3527	0.03031	0.03834	0.04838	0.07637	0.11853	0.21807	0.48472	15.25	24.29	27.36	34.15
chr1	32000000	33000000	10586	0.05359	0.9711	0.02656	0.02947	0.03268	0.04017	0.04928	0.06669	0.10872	34.67	NA	NA	NA
chr1	33000000	34000000	11246	0.06646	1.3451	0.02865	0.03427	0.04095	0.05822	0.08215	0.13488	0.28222	20.05	31.92	35.96	44.88
chr1	34000000	35000000	12470	0.08481	1.2526	0.02970	0.03681	0.04554	0.06924	0.10391	0.18416	0.40652	16.70	26.60	29.97	37.40
chr1	35000000	36000000	10454	0.06219	1.1879	0.02776	0.03219	0.03729	0.04994	0.06657	0.10129	0.19462	24.31	38.71	43.61	NA
chr1	36000000	37000000	12542	0.06561	0.8716	0.02685	0.03012	0.03378	0.04241	0.05313	0.07408	0.12629	31.35	49.93	NA	NA
chr1	37000000	38000000	12595	0.06904	1.7384	0.03048	0.03875	0.04916	0.07836	0.12266	0.22772	0.50560	14.91	23.74	26.75	33.38
chr1	38000000	39000000	12192	0.07422	1.5671	0.03027	0.03823	0.04818	0.07586	0.11748	0.21563	0.47933	15.34	24.43	27.52	34.35
chr1	39000000	40000000	11801	0.06797	1.6099	0.02983	0.03714	0.04615	0.07074	0.10697	0.19122	0.42338	16.36	26.06	29.35	36.64
chr1	40000000	41000000	11804	0.08380	0.9794	0.02827	0.03339	0.03938	0.05461	0.07527	0.11982	0.24288	21.63	34.45	38.81	48.43
chr1	41000000	42000000	11635	0.06654	0.8561	0.02684	0.03010	0.03374	0.04233	0.05299	0.07381	0.12563	31.46	NA	NA	NA
chr1	42000000	43000000	12015	0.07678	0.7500	0.02689	0.03021	0.03393	0.04272	0.05367	0.07514	0.12885	30.95	49.29	NA	NA
chr1	43000000	44000000	11314	0.07537	0.8310	0.02716	0.03083	0.03496	0.04490	0.05749	0.08270	0.14742	28.47	45.35	NA	NA
chr1	44000000	45000000	11606	0.06995	0.6688	0.02630	0.02890	0.03175	0.03829	0.04611	0.06073	0.09504	38.23	NA	NA	NA
chr1	45000000	46000000	10415	0.07247	0.6465	0.02631	0.02892	0.03178	0.03834	0.04619	0.06090	0.09541	38.12	NA	NA	NA
chr1	46000000	47000000	11480	0.07629	0.6353	0.02640	0.02912	0.03211	0.03900	0.04730	0.06296	0.10011	36.78	NA	NA	NA
chr1	47000000	48000000	11908	0.08099	0.9009	0.02775	0.03216	0.03725	0.04985	0.06640	0.10094	0.19373	24.37	38.81	43.72	NA
chr1	48000000	49000000	11378	0.07918	0.6780	0.02668	0.02975	0.03315	0.04112	0.05090	0.06979	0.11602	33.15	NA	NA	NA
chr1	49000000	50000000	8533	0.04743	0.4135	0.02509	0.02588	0.02691	0.02910	0.03145	0.03534	0.04287	NA	NA	NA	NA
chr1	50000000	51000000	9567	0.05690	0.1752	0.02533	0.02533	0.02541	0.02644	0.02752	0.02922	0.03227	NA	NA	NA	NA
chr1	51000000	52000000	10510	0.05545	0.3145	0.02530	0.02566	0.02657	0.02849	0.03055	0.03390	0.04029	NA	NA	NA	NA
chr1	52000000	53000000	11362	0.06535	0.7570	0.02644	0.02920	0.03225	0.03928	0.04777	0.06384	0.10213	36.25	NA	NA	NA
chr1	53000000	54000000	12979	0.08528	1.3320	0.03015	0.03792	0.04760	0.07439	0.11444	0.20854	0.46347	15.62	24.87	28.02	34.97
chr1	54000000	55000000	13835	0.08739	1.5270	0.03139	0.04109	0.05362	0.09012	0.14758	0.28579	0.61785	13.28	21.15	23.82	29.73
chr1	55000000	56000000	13422	0.07864	1.6213	0.03098	0.04003	0.05157	0.08466	0.13594	0.25870	0.56837	13.96	22.24	25.05	31.27
chr1	56000000	57000000	12311	0.09056	1.3764	0.03085	0.03970	0.05095	0.08303	0.13248	0.25063	0.55265	14.19	22.60	25.46	31.77
chr1	57000000	58000000	12560	0.08952	1.5445	0.03171	0.04192	0.05523	0.09449	0.15702	0.30757	0.65409	12.80	20.39	22.96	28.66
chr1	58000000	59000000	13039	0.08512	1.4708	0.03086	0.03973	0.05101	0.08317	0.13277	0.25133	0.55403	14.17	22.57	25.42	31.73
chr1	59000000	60000000	12780	0.07063	1.3855	0.02915	0.03548	0.04312	0.06334	0.09213	0.15722	0.33978	18.27	29.10	32.78	40.91
chr1	60000000	61000000	11892	0.06668	1.5508	0.02947	0.03625	0.04451	0.06671	0.09882	0.17246	0.37797	17.33	27.59	31.09	38.80
chr1	61000000	62000000	11872	0.07788	1.4493	0.03007	0.03774	0.04727	0.07355	0.11270	0.20450	0.45430	15.78	25.13	28.31	35.33
chr1	62000000	63000000	12106	0.08648	1.6349	0.03190	0.04241	0.05619	0.09711	0.16271	0.32063	0.67435	12.54	19.97	22.49	28.08
chr1	63000000	64000000	12168	0.09008	1.4032	0.03096	0.03998	0.05148	0.08441	0.13540	0.25745	0.56596	14.00	22.29	25.11	31.34
chr1	64000000	65000000	10857	0.09102	1.2820	0.03036	0.03845	0.04859	0.07690	0.11964	0.22065	0.49037	15.16	24.14	27.19	33.94
chr1	65000000	66000000	11169	0.08950	1.0776	0.02913	0.03542	0.04301	0.06309	0.09163	0.15609	0.33689	18.35	29.22	32.92	41.09
chr1	66000000	67000000	12066	0.08628	1.0302	0.02867	0.03433	0.04106	0.05847	0.08262	0.13593	0.28497	19.95	31.77	35.79	44.67
chr1	67000000	68000000	12119	0.08641	1.0418	0.02874	0.03449	0.04134	0.05913	0.08390	0.13877	0.29234	19.69	31.36	35.33	44.10
chr1	68000000	69000000	12380	0.08240	0.9790	0.02819	0.03319	0.03904	0.05383	0.07379	0.11663	0.23453	22.03	35.07	39.51	49.32
chr1	69000000	70000000	11387	0.07770	0.8841	0.02750	0.03160	0.03628	0.04772	0.06254	0.09294	0.17320	25.93	41.29	46.52	NA
chr1	70000000	71000000	10833	0.07548	0.6483	0.02642	0.02917	0.03219	0.03918	0.04760	0.06351	0.10137	36.44	NA	NA	NA
chr1	71000000	72000000	10462	0.06858	0.5126	0.02569	0.02757	0.02960	0.03408	0.03921	0.04833	0.06811	NA	NA	NA	NA
chr1	72000000	73000000	11468	0.07756	0.3662	0.02589	0.02685	0.02844	0.03189	0.03575	0.04240	0.05616	NA	NA	NA	NA
chr1	73000000	74000000	11891	0.08355	0.5631	0.02633	0.02897	0.03187	0.03852	0.04650	0.06146	0.09668	37.74	NA	NA	NA
chr1	74000000	75000000	12037	0.06373	0.5509	0.02568	0.02756	0.02957	0.03403	0.03914	0.04820	0.06785	NA	NA	NA	NA
chr1	75000000	76000000	11744	0.08447	0.9500	0.02817	0.03314	0.03896	0.05365	0.07346	0.11591	0.23267	22.12	35.22	39.68	49.52
chr1	76000000	77000000	12340	0.08752	0.8358	0.02778	0.03222	0.03735	0.05007	0.06681	0.10179	0.19593	24.22	38.57	43.45	NA
chr1	77000000	78000000	10560	0.06986	0.9440	0.02734	0.03122	0.03563	0.04631	0.06000	0.08776	0.16007	27.13	43.20	48.66	NA
chr1	78000000	79000000	12504	0.08063	0.6224	0.02650	0.02933	0.03246	0.03972	0.04852	0.06524	0.10536	35.44	NA	NA	NA
chr1	79000000	80000000	13909	0.08589	0.7282	0.02718	0.03086	0.03502	0.04502	0.05771	0.08313	0.14848	28.35	45.15	NA	NA
chr1	80000000	81000000	13941	0.09130	1.0026	0.02884	0.03474	0.04178	0.06016	0.08591	0.14323	0.30391	19.32	30.76	34.65	43.25
chr1	81000000	82000000	12681	0.07913	1.1225	0.02865	0.03428	0.04096	0.05824	0.08218	0.13495	0.28240	20.04	31.91	35.95	44.87
chr1	82000000	83000000	12744	0.08103	1.0470	0.02843	0.03374	0.04001	0.05605	0.07800	0.12575	0.25840	20.96	33.38	37.60	46.93
chr1	83000000	84000000	11712	0.08556	1.0670	0.02881	0.03466	0.04165	0.05985	0.08530	0.14187	0.30037	19.43	30.94	34.86	43.51
chr1	84000000	85000000	11119	0.08633	0.9955	0.02850	0.03393	0.04034	0.05680	0.07942	0.12887	0.26655	20.63	32.85	37.01	46.19
chr1	85000000	86000000	11976	0.07861	0.9392	0.02779	0.03226	0.03743	0.05023	0.06710	0.10241	0.19753	24.12	38.40	43.26	NA
chr1	86000000	87000000	12359	0.08061	1.1630	0.02894	0.03497	0.04221	0.06116	0.08785	0.14758	0.31513	18.97	30.21	34.03	42.48
chr1	87000000	88000000	11825	0.07449	1.1014	0.02825	0.03333	0.03928	0.05437	0.07482	0.11885	0.24035	21.75	34.63	39.02	48.70
chr1	88000000	89000000	10913	0.08046	1.1864	0.02904	0.03521	0.04264	0.06219	0.08987	0.15211	0.32675	18.63	29.67	33.42	41.72
chr1	89000000	90000000	11507	0.07989	0.8099	0.02729	0.03110	0.03544	0.04590	0.05927	0.08629	0.15637	27.50	43.79	49.33	NA
chr1	90000000	91000000	11095	0.07104	0.9359	0.02737	0.03129	0.03575	0.04658	0.06048	0.08873	0.16253	26.89	42.82	48.23	NA
chr1	91000000	92000000	12848	0.08448	0.7342	0.02715	0.03079	0.03490	0.04476	0.05725	0.08222	0.14622	28.62	45.57	NA	NA
chr1	92000000	93000000	10526	0.06078	0.6004	0.02575	0.02771	0.02981	0.03449	0.03987	0.04947	0.07050	49.25	NA	NA	NA
chr1	93000000	94000000	10755	0.08784	0.7533	0.02738	0.03132	0.03581	0.04671	0.06072	0.08921	0.16372	26.77	42.64	48.03	NA
chr1	94000000	95000000	12222	0.08473	0.8765	0.02783	0.03235	0.03758	0.05057	0.06773	0.10374	0.20096	23.89	38.05	42.86	NA
chr1	95000000	96000000	11015	0.07751	0.7784	0.02704	0.03055	0.03450	0.04392	0.05576	0.07925	0.13889	29.53	47.02	NA	NA
chr1	96000000	97000000	11937	0.07300	0.5358	0.02590	0.02803	0.03033	0.03549	0.04149	0.05234	0.07656	45.65	NA	NA	NA
chr1	97000000	98000000	10951	0.06510	0.7209	0.02630	0.02890	0.03176	0.03830	0.04613	0.06077	0.09513	38.21	NA	NA	NA
chr1	98000000	99000000	11749	0.07278	0.8807	0.02724	0.03100	0.03525	0.04552	0.05859	0.08490	0.15289	27.86	44.37	49.99	NA
chr1	99000000	100000000	12288	0.08203	0.9047	0.02782	0.03233	0.03755	0.05049	0.06758	0.10341	0.20013	23.95	38.13	42.96	NA
chr1	100000000	101000000	10920	0.08646	1.1348	0.02922	0.03564	0.04340	0.06403	0.09348	0.16029	0.34755	18.07	28.77	32.41	40.46
chr1	101000000	102000000	12833	0.08880	0.9540	0.02844	0.03377	0.04007	0.05618	0.07824	0.12628	0.25979	20.90	33.28	37.50	46.80
chr1	102000000	103000000	14208	0.08797	0.7850	0.02755	0.03169	0.03645	0.04808	0.06318	0.09426	0.17656	25.65	40.85	46.02	NA
chr1	103000000	104000000	11116	0.07963	0.4323	0.02594	0.02752	0.02950	0.03390	0.03893	0.04783	0.06708	NA	NA	NA	NA
chr1	104000000	105000000	15254	0.09998	0.5275	0.02666	0.02970	0.03308	0.04098	0.05066	0.06931	0.11490	33.37	NA	NA	NA
chr1	105000000	106000000	15405	0.08827	0.6605	0.02695	0.03034	0.03415	0.04318	0.05447	0.07671	0.13268	30.38	48.38	NA	NA
chr1	106000000	107000000	13296	0.08154	1.0358	0.02841	0.03369	0.03993	0.05585	0.07762	0.12493	0.25624	21.05	33.52	37.76	47.13
chr1	107000000	108000000	12326	0.07959	1.0220	0.02822	0.03326	0.03917	0.05412	0.07434	0.11781	0.23763	21.88	34.84	39.25	48.98
chr1	108000000	109000000	10411	0.08482	1.3680	0.03029	0.03829	0.04829	0.07614	0.11805	0.21696	0.48228	15.29	24.35	27.43	34.24
chr1	109000000	110000000	11152	0.08189	1.3138	0.02977	0.03698	0.04587	0.07004	0.10554	0.18792	0.41554	16.52	26.31	29.64	36.99
chr1	110000000	111000000	11527	0.08077	1.6321	0.03126	0.04075	0.05296	0.08834	0.14378	0.27698	0.60229	13.49	21.48	24.20	30.21
chr1	111000000	112000000	12148	0.09335	1.3676	0.03105	0.04022	0.05194	0.08563	0.13799	0.26348	0.57746	13.83	22.03	24.82	30.98
chr1	112000000	113000000	12844	0.08266	1.0636	0.02861	0.03417	0.04078	0.05782	0.08137	0.13316	0.27773	20.21	32.18	36.25	45.25
chr1	113000000	114000000	9707	0.05742	0.9994	0.02685	0.03012	0.03377	0.04239	0.05309	0.07402	0.12615	31.37	49.96	NA	NA
chr1	114000000	115000000	11019	0.06976	1.0742	0.02784	0.03236	0.03760	0.05060	0.06779	0.10386	0.20128	23.87	38.02	42.83	NA
chr1	115000000	116000000	13242	0.08968	1.2948	0.03032	0.03835	0.04840	0.07643	0.11866	0.21837	0.48537	15.24	24.27	27.34	34.12
chr1	116000000	117000000	11170	0.08470	1.1560	0.02920	0.03559	0.04333	0.06384	0.09311	0.15944	0.34541	18.12	28.86	32.51	40.58
chr1	117000000	118000000	11803	0.07700	0.9113	0.02758	0.03178	0.03660	0.04841	0.06378	0.09550	0.17974	25.40	40.44	45.56	NA
chr1	118000000	119000000	12410	0.07116	0.7552	0.02667	0.02973	0.03312	0.04105	0.05078	0.06955	0.11546	33.26	NA	NA	NA
chr1	119000000	120000000	11812	0.08580	0.5177	0.02619	0.02867	0.03137	0.03754	0.04486	0.05843	0.08986	39.93	NA	NA	NA
chr1	120000000	121000000	7728	0.07359	0.3923	0.02578	0.02689	0.02851	0.03203	0.03596	0.04275	0.05685	NA	NA	NA	NA
chr1	121000000	122000000	10511	0.03906	0.0811	0.02487	0.02487	0.02487	0.02487	0.02501	0.02548	0.02630	NA	NA	NA	NA
chr1	122000000	123000000	27609	0.01131	0.0292	0.02419	0.02419	0.02419	0.02419	0.02419	0.02419	0.02419	NA	NA	NA	NA
chr1	123000000	124000000	51293	0.01090	0.0000	0.02418	0.02418	0.02418	0.02418	0.02418	0.02418	0.02418	NA	NA	NA	NA
chr1	124000000	125000000	47284	0.01354	0.0035	0.02425	0.02425	0.02425	0.02425	0.02425	0.02425	0.02425	NA	NA	NA	NA
chr1	125000000	126000000	5780	0.03404	0.0053	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	0.02475	NA	NA	NA	NA
chr1	143000000	144000000	12549	0.02821	0.0522	0.02460	0.02460	0.02460	0.02460	0.02460	0.02463	0.02500	NA	NA	NA	NA
chr1	144000000	145000000	5429	0.04179	0.1169	0.02494	0.02494	0.02494	0.02512	0.02561	0.02637	0.02768	NA	NA	NA	NA
chr1	145000000	146000000	9165	0.04460	0.3526	0.02502	0.02548	0.02629	0.02799	0.02979	0.03271	0.03820	NA	NA	NA	NA
chr1	146000000	147000000	10511	0.06331	0.4111	0.02550	0.02657	0.02800	0.03108	0.03449	0.04028	0.05206	NA	NA	NA	NA
chr1	147000000	148000000	13093	0.08043	0.3488	0.02596	0.02682	0.02839	0.03180	0.03560	0.04215	0.05567	NA	NA	NA	NA
chr1	148000000	149000000	11033	0.05446	0.4993	0.02527	0.02668	0.02817	0.03140	0.03499	0.04112	0.05367	NA	NA	NA	NA
chr1	149000000	150000000	9176	0.04605	0.5143	0.02509	0.02630	0.02757	0.03029	0.03327	0.03828	0.04828	NA	NA	NA	NA
chr1	150000000	151000000	9927	0.08141	0.7568	0.02712	0.03072	0.03479	0.04453	0.05684	0.08141	0.14421	28.86	45.95	NA	NA
chr1	151000000	152000000	10549	0.06989	0.5559	0.02588	0.02799	0.03027	0.03537	0.04130	0.05200	0.07583	46.04	NA	NA	NA
chr1	152000000	153000000	12674	0.09653	0.8171	0.02812	0.03303	0.03876	0.05320	0.07261	0.11409	0.22790	22.36	35.60	40.10	NA
chr1	153000000	154000000	12389	0.08491	1.0237	0.02856	0.03405	0.04056	0.05732	0.08041	0.13105	0.27223	20.41	32.51	36.62	45.70
chr1	154000000	155000000	10534	0.07585	0.9132	0.02753	0.03166	0.03639	0.04796	0.06297	0.09381	0.17543	25.74	41.00	46.18	NA
chr1	155000000	156000000	9227	0.06149	1.1064	0.02744	0.03144	0.03601	0.04714	0.06149	0.09078	0.16771	26.41	42.05	47.37	NA
chr1	156000000	157000000	10904	0.07460	1.0306	0.02796	0.03264	0.03808	0.05169	0.06979	0.10808	0.21225	23.21	36.96	41.63	NA
chr1	157000000	158000000	13595	0.09501	1.4716	0.03184	0.04225	0.05588	0.09627	0.16087	0.31643	0.66795	12.62	20.10	22.64	28.26
chr1	158000000	159000000	14355	0.11004	1.4864	0.03351	0.04674	0.06484	0.12178	0.21712	0.43960	0.81610	10.70	17.04	19.20	23.96
chr1	159000000	160000000	11694	0.07949	1.8205	0.03208	0.04289	0.05712	0.09969	0.16833	0.33341	0.69319	12.30	19.58	22.06	27.53
chr1	160000000	161000000	12514	0.08619	1.5960	0.03165	0.04176	0.05492	0.09364	0.15518	0.30335	0.64729	12.89	20.53	23.12	28.86
chr1	161000000	162000000	11451	0.07291	1.5855	0.03022	0.03811	0.04796	0.07529	0.11629	0.21286	0.47318	15.45	24.60	27.71	34.59
chr1	162000000	163000000	12375	0.08771	1.4949	0.03125	0.04071	0.05289	0.08817	0.14340	0.27610	0.60071	13.51	21.52	24.24	30.25
chr1	163000000	164000000	12932	0.08119	1.8424	0.03240	0.04375	0.05882	0.10446	0.17879	0.35696	0.72539	11.89	18.93	21.32	26.61
chr1	164000000	165000000	12543	0.07576	1.8716	0.03187	0.04234	0.05605	0.09673	0.16187	0.31871	0.67144	12.58	20.03	22.56	28.16
chr1	165000000	166000000	13254	0.08732	1.5142	0.03131	0.04089	0.05323	0.08907	0.14534	0.28060	0.60875	13.40	21.34	24.04	30.01
chr1	166000000	167000000	12996	0.08758	1.7178	0.03249	0.04399	0.05931	0.10583	0.18179	0.36366	0.73399	11.78	18.75	21.13	26.37
chr1	167000000	168000000	12363	0.08278	1.6859	0.03176	0.04206	0.05549	0.09520	0.15856	0.31113	0.65971	12.73	20.27	22.83	28.50
chr1	168000000	169000000	12908	0.08697	1.7952	0.03287	0.04499	0.06131	0.11153	0.19438	0.39132	0.76703	11.35	18.08	20.37	25.42
chr1	169000000	170000000	11946	0.08210	1.1347	0.02891	0.03490	0.04208	0.06085	0.08725	0.14624	0.31166	19.08	30.38	34.22	42.71
chr1	170000000	171000000	12077	0.08132	0.9155	0.02783	0.03236	0.03759	0.05059	0.06777	0.10381	0.20114	23.88	38.03	42.84	NA
chr1	171000000	172000000	12766	0.09472	0.7995	0.02794	0.03260	0.03801	0.05152	0.06948	0.10742	0.21053	23.31	37.11	41.81	NA
chr1	172000000	173000000	11216	0.07407	0.7939	0.02695	0.03035	0.03416	0.04321	0.05452	0.07680	0.13290	30.35	48.33	NA	NA
chr1	173000000	174000000	10234	0.08074	0.4620	0.02597	0.02784	0.03003	0.03490	0.04054	0.05066	0.07299	47.67	NA	NA	NA
chr1	174000000	175000000	10651	0.06319	0.7593	0.02635	0.02902	0.03195	0.03868	0.04677	0.06196	0.09782	37.41	NA	NA	NA
chr1	175000000	176000000	13008	0.07760	0.7625	0.02698	0.03041	0.03426	0.04341	0.05488	0.07751	0.13462	30.10	47.94	NA	NA
chr1	176000000	177000000	11001	0.06690	1.0947	0.02773	0.03213	0.03719	0.04971	0.06615	0.10042	0.19238	24.46	38.96	43.89	NA
chr1	177000000	178000000	12297	0.07486	0.7667	0.02688	0.03018	0.03388	0.04262	0.05349	0.07479	0.12800	31.08	49.50	NA	NA
chr1	178000000	179000000	11148	0.07283	0.6989	0.02652	0.02939	0.03256	0.03992	0.04886	0.06589	0.10687	35.09	NA	NA	NA
chr1	179000000	180000000	12550	0.09365	0.6493	0.02710	0.03067	0.03471	0.04436	0.05654	0.08080	0.14269	29.04	46.25	NA	NA
chr1	180000000	181000000	11988	0.07933	0.8740	0.02754	0.03169	0.03643	0.04806	0.06314	0.09417	0.17634	25.67	40.88	46.05	NA
chr1	181000000	182000000	12437	0.08466	1.0888	0.02886	0.03478	0.04186	0.06035	0.08627	0.14403	0.30597	19.25	30.66	34.54	43.11
chr1	182000000	183000000	11985	0.07950	1.1321	0.02872	0.03444	0.04125	0.05893	0.08351	0.13789	0.29007	19.77	31.49	35.47	44.27
chr1	183000000	184000000	11549	0.09565	0.9162	0.02863	0.03422	0.04086	0.05801	0.08174	0.13398	0.27987	20.13	32.06	36.11	45.07
chr1	184000000	185000000	11259	0.07687	0.8027	0.02712	0.03072	0.03478	0.04451	0.05680	0.08133	0.14400	28.88	45.99	NA	NA
chr1	185000000	186000000	11874	0.07745	0.6761	0.02661	0.02958	0.03288	0.04056	0.04995	0.06796	0.11170	34.02	NA	NA	NA
chr1	186000000	187000000	11090	0.07579	0.7141	0.02670	0.02979	0.03322	0.04126	0.05114	0.07025	0.11711	32.95	NA	NA	NA
chr1	187000000	188000000	13105	0.08564	0.7209	0.02713	0.03076	0.03485	0.04466	0.05706	0.08184	0.14527	28.73	45.75	NA	NA
chr1	188000000	189000000	14292	0.10107	0.6495	0.02738	0.03132	0.03580	0.04668	0.06067	0.08911	0.16348	26.80	42.67	48.07	NA
chr1	189000000	190000000	14056	0.09952	0.4482	0.02650	0.02873	0.03147	0.03773	0.04518	0.05902	0.09119	39.47	NA	NA	NA
chr1	190000000	191000000	12613	0.07933	0.3224	0.02593	0.02655	0.02796	0.03101	0.03437	0.04009	0.05170	NA	NA	NA	NA
chr1	191000000	192000000	11133	0.07157	0.5319	0.02584	0.02791	0.03013	0.03511	0.04087	0.05124	0.07422	46.95	NA	NA	NA
chr1	192000000	193000000	11752	0.08368	0.6596	0.02677	0.02994	0.03348	0.04180	0.05207	0.07204	0.12139	32.17	NA	NA	NA
chr1	193000000	194000000	11555	0.07764	0.6772	0.02662	0.02961	0.03292	0.04065	0.05010	0.06824	0.11237	33.88	NA	NA	NA
chr1	194000000	195000000	13549	0.08953	0.5576	0.02649	0.02933	0.03246	0.03971	0.04851	0.06522	0.10532	35.45	NA	NA	NA
chr1	195000000	196000000	12837	0.09422	0.5194	0.02645	0.02923	0.03229	0.03937	0.04793	0.06413	0.10279	36.08	NA	NA	NA
chr1	196000000	197000000	11517	0.06845	0.5486	0.02581	0.02784	0.03003	0.03491	0.04054	0.05066	0.07299	47.67	NA	NA	NA
chr1	197000000	198000000	10868	0.06393	0.4800	0.02552	0.02707	0.02880	0.03256	0.03681	0.04418	0.05968	NA	NA	NA	NA
chr1	198000000	199000000	11180	0.07087	0.5548	0.02591	0.02805	0.03036	0.03554	0.04158	0.05250	0.07690	45.47	NA	NA	NA
chr1	199000000	200000000	11898	0.07998	0.7506	0.02703	0.03052	0.03445	0.04382	0.05559	0.07891	0.13805	29.64	47.20	NA	NA
