chrom	window_start	window_end	n_variants	mean_2pq	cMperMb	post_L1Mb	post_L2Mb	post_L3Mb	post_L5Mb	post_L7Mb	post_L10Mb	post_L15Mb	L_for_post_0.5_Mb	L_for_post_0.9_Mb	L_for_post_0.95_Mb	L_for_post_0.99_Mb
chr1	25000000	26000000	11445	0.08447	1.2250	0.13206	0.15887	0.18993	0.26540	0.35763	0.51574	0.75842	9.71	19.87	23.33	30.96
chr1	26000000	27000000	11286	0.06507	0.8210	0.12040	0.13260	0.14583	0.17556	0.20987	0.27007	0.39129	19.00	38.89	45.65	NA
chr1	27000000	28000000	11017	0.06744	0.6000	0.11760	0.12658	0.13614	0.15707	0.18056	0.22076	0.30106	25.05	NA	NA	NA
chr1	28000000	29000000	11152	0.07310	0.9011	0.12322	0.13878	0.15595	0.19544	0.24206	0.32498	0.48827	15.34	31.40	36.87	48.93
chr1	29000000	30000000	12388	0.08495	1.6344	0.14077	0.17965	0.22645	0.34343	0.48310	0.69062	0.90500	7.23	14.80	17.38	23.07
chr1	30000000	31000000	15119	0.09283	1.7548	0.14714	0.19541	0.25477	0.40385	0.57308	0.78922	0.95391	6.14	12.56	14.75	19.58
chr1	31000000	32000000	12315	0.08596	1.3527	0.13518	0.16620	0.20268	0.29249	0.40204	0.58237	0.82467	8.63	17.67	20.74	27.53
chr1	32000000	33000000	10586	0.05359	0.9711	0.12003	0.13180	0.14453	0.17304	0.20583	0.26322	0.37885	19.62	40.16	47.15	NA
chr1	33000000	34000000	11246	0.06646	1.3451	0.12852	0.15070	0.17594	0.23612	0.30915	0.43805	0.66283	11.35	23.22	27.26	36.18
chr1	34000000	35000000	12470	0.08481	1.2526	0.13272	0.16042	0.19262	0.27110	0.36702	0.53021	0.77400	9.45	19.35	22.72	30.15
chr1	35000000	36000000	10454	0.06219	1.1879	0.12493	0.14258	0.16227	0.20811	0.26284	0.36041	0.54715	13.76	28.16	33.06	43.88
chr1	36000000	37000000	12542	0.06561	0.8716	0.12123	0.13441	0.14878	0.18129	0.21908	0.28574	0.41953	17.75	36.32	42.64	NA
chr1	37000000	38000000	12595	0.06904	1.7384	0.13583	0.16775	0.20539	0.29829	0.41144	0.59585	0.83642	8.44	17.27	20.28	26.91
chr1	38000000	39000000	12192	0.07422	1.5671	0.13501	0.16580	0.20198	0.29101	0.39962	0.57886	0.82152	8.68	17.77	20.87	27.69
chr1	39000000	40000000	11801	0.06797	1.6099	0.13326	0.16167	0.19479	0.27570	0.37458	0.54173	0.78592	9.26	18.96	22.25	29.54
chr1	40000000	41000000	11804	0.08380	0.9794	0.12701	0.14726	0.17012	0.22410	0.28925	0.40499	0.61597	12.24	25.06	29.42	39.05
chr1	41000000	42000000	11635	0.06654	0.8561	0.12119	0.13432	0.14862	0.18099	0.21860	0.28493	0.41807	17.80	36.44	42.78	NA
chr1	42000000	43000000	12015	0.07678	0.7500	0.12139	0.13477	0.14936	0.18243	0.22092	0.28888	0.42514	17.52	35.85	42.09	NA
chr1	43000000	44000000	11314	0.07537	0.8310	0.12251	0.13721	0.15337	0.19032	0.23372	0.31073	0.46368	16.12	32.99	38.73	NA
chr1	44000000	45000000	11606	0.06995	0.6688	0.11898	0.12953	0.14087	0.16602	0.19464	0.24432	0.34431	21.64	44.29	NA	NA
chr1	45000000	46000000	10415	0.07247	0.6465	0.11901	0.12959	0.14097	0.16621	0.19495	0.24484	0.34527	21.58	44.16	NA	NA
chr1	46000000	47000000	11480	0.07629	0.6353	0.11938	0.13040	0.14226	0.16869	0.19889	0.25148	0.35742	20.82	42.61	NA	NA
chr1	47000000	48000000	11908	0.08099	0.9009	0.12489	0.14249	0.16211	0.20780	0.26233	0.35954	0.54575	13.79	28.23	33.14	43.99
chr1	48000000	49000000	11378	0.07918	0.6780	0.12055	0.13292	0.14635	0.17656	0.21146	0.27278	0.39621	18.77	38.41	45.09	NA
chr1	49000000	50000000	8533	0.04743	0.4135	0.11400	0.11725	0.12147	0.13031	0.13969	0.15482	0.18297	NA	NA	NA	NA
chr1	50000000	51000000	9567	0.05690	0.1752	0.11501	0.11501	0.11532	0.11957	0.12396	0.13081	0.14292	NA	NA	NA	NA
chr1	51000000	52000000	10510	0.05545	0.3145	0.11486	0.11636	0.12010	0.12789	0.13611	0.14927	0.17351	NA	NA	NA	NA
chr1	52000000	53000000	11362	0.06535	0.7570	0.11954	0.13073	0.14281	0.16973	0.20054	0.25427	0.36253	20.52	41.99	49.29	NA
chr1	53000000	54000000	12979	0.08528	1.3320	0.13451	0.16463	0.19994	0.28665	0.39251	0.56849	0.81200	8.84	18.09	21.24	28.19
chr1	54000000	55000000	13835	0.08739	1.5270	0.13945	0.17645	0.22075	0.33119	0.46400	0.66675	0.88991	7.52	15.38	18.06	23.97
chr1	55000000	56000000	13422	0.07864	1.6213	0.13782	0.17251	0.21377	0.31622	0.44028	0.63569	0.86814	7.90	16.18	18.99	25.21
chr1	56000000	57000000	12311	0.09056	1.3764	0.13731	0.17130	0.21163	0.31164	0.43295	0.62578	0.86066	8.03	16.44	19.30	25.62
chr1	57000000	58000000	12560	0.08952	1.5445	0.14071	0.17951	0.22618	0.34286	0.48222	0.68954	0.90435	7.25	14.83	17.41	23.11
chr1	58000000	59000000	13039	0.08512	1.4708	0.13736	0.17140	0.21182	0.31204	0.43359	0.62666	0.86133	8.02	16.42	19.27	25.58
chr1	59000000	60000000	12780	0.07063	1.3855	0.13054	0.15535	0.18388	0.25268	0.33661	0.48261	0.72014	10.34	21.17	24.85	32.98
chr1	60000000	61000000	11892	0.06668	1.5508	0.13181	0.15828	0.18892	0.26328	0.35413	0.51028	0.75237	9.81	20.07	23.57	31.28
chr1	61000000	62000000	11872	0.07788	1.4493	0.13423	0.16396	0.19876	0.28414	0.38841	0.56244	0.80630	8.93	18.28	21.46	28.48
chr1	62000000	63000000	12106	0.08648	1.6349	0.14144	0.18130	0.22938	0.34972	0.49281	0.70236	0.91192	7.10	14.53	17.05	22.63
chr1	63000000	64000000	12168	0.09008	1.4032	0.13774	0.17232	0.21344	0.31551	0.43915	0.63418	0.86701	7.92	16.22	19.04	25.27
chr1	64000000	65000000	10857	0.09102	1.2820	0.13535	0.16662	0.20341	0.29406	0.40458	0.58603	0.82792	8.58	17.56	20.61	27.36
chr1	65000000	66000000	11169	0.08950	1.0776	0.13045	0.15513	0.18350	0.25187	0.33526	0.48046	0.71753	10.39	21.26	24.96	33.12
chr1	66000000	67000000	12066	0.08628	1.0302	0.12862	0.15093	0.17633	0.23693	0.31050	0.44027	0.66585	11.29	23.11	27.13	36.01
chr1	67000000	68000000	12119	0.08641	1.0418	0.12889	0.15155	0.17738	0.23910	0.31410	0.44618	0.67379	11.15	22.82	26.78	35.55
chr1	68000000	69000000	12380	0.08240	0.9790	0.12667	0.14650	0.16882	0.22145	0.28486	0.39763	0.60505	12.47	25.52	29.95	39.76
chr1	69000000	70000000	11387	0.07770	0.8841	0.12389	0.14027	0.15842	0.20037	0.25013	0.33876	0.51157	14.68	30.04	35.26	46.80
chr1	70000000	71000000	10833	0.07548	0.6483	0.11948	0.13061	0.14261	0.16934	0.19993	0.25323	0.36063	20.63	42.22	49.56	NA
chr1	71000000	72000000	10462	0.06858	0.5126	0.11647	0.12418	0.13232	0.14995	0.16948	0.20249	0.26763	28.82	NA	NA	NA
chr1	72000000	73000000	11468	0.07756	0.3662	0.11729	0.12123	0.12767	0.14143	0.15640	0.18125	0.22930	35.50	NA	NA	NA
chr1	73000000	74000000	11891	0.08355	0.5631	0.11911	0.12981	0.14132	0.16689	0.19603	0.24665	0.34859	21.36	43.73	NA	NA
chr1	74000000	75000000	12037	0.06373	0.5509	0.11644	0.12412	0.13222	0.14978	0.16921	0.20205	0.26683	28.93	NA	NA	NA
chr1	75000000	76000000	11744	0.08447	0.9500	0.12659	0.14632	0.16853	0.22085	0.28387	0.39597	0.60256	12.52	25.62	30.08	39.92
chr1	76000000	77000000	12340	0.08752	0.8358	0.12499	0.14272	0.16249	0.20857	0.26359	0.36169	0.54921	13.71	28.06	32.94	43.72
chr1	77000000	78000000	10560	0.06986	0.9440	0.12321	0.13875	0.15591	0.19537	0.24194	0.32478	0.48793	15.35	31.42	36.89	48.96
chr1	78000000	79000000	12504	0.08063	0.6224	0.11978	0.13126	0.14366	0.17137	0.20316	0.25869	0.37061	20.06	41.06	48.20	NA
chr1	79000000	80000000	13909	0.08589	0.7282	0.12257	0.13735	0.15359	0.19075	0.23442	0.31192	0.46576	16.05	32.85	38.56	NA
chr1	80000000	81000000	13941	0.09130	1.0026	0.12930	0.15250	0.17900	0.24247	0.31969	0.45531	0.68583	10.93	22.38	26.27	34.87
chr1	81000000	82000000	12681	0.07913	1.1225	0.12853	0.15072	0.17597	0.23617	0.30924	0.43820	0.66303	11.34	23.22	27.25	36.17
chr1	82000000	83000000	12744	0.08103	1.0470	0.12762	0.14865	0.17246	0.22893	0.29724	0.41834	0.63533	11.86	24.28	28.50	37.83
chr1	83000000	84000000	11712	0.08556	1.0670	0.12918	0.15221	0.17850	0.24144	0.31799	0.45253	0.68220	11.00	22.51	26.42	35.07
chr1	84000000	85000000	11119	0.08633	0.9955	0.12793	0.14936	0.17367	0.23142	0.30137	0.42518	0.64503	11.68	23.90	28.06	37.24
chr1	85000000	86000000	11976	0.07861	0.9392	0.12506	0.14288	0.16277	0.20913	0.26451	0.36325	0.55172	13.65	27.94	32.80	43.53
chr1	86000000	87000000	12359	0.08061	1.1630	0.12970	0.15341	0.18055	0.24570	0.32504	0.46400	0.69703	10.74	21.98	25.80	34.24
chr1	87000000	88000000	11825	0.07449	1.1014	0.12691	0.14703	0.16973	0.22330	0.28793	0.40277	0.61270	12.31	25.20	29.58	39.26
chr1	88000000	89000000	10913	0.08046	1.1864	0.13010	0.15433	0.18213	0.24901	0.33053	0.47286	0.70818	10.55	21.58	25.34	33.63
chr1	89000000	90000000	11507	0.07989	0.8099	0.12301	0.13831	0.15518	0.19392	0.23957	0.32073	0.48099	15.56	31.86	37.40	49.64
chr1	90000000	91000000	11095	0.07104	0.9359	0.12334	0.13905	0.15639	0.19632	0.24350	0.32744	0.49248	15.22	31.15	36.56	48.53
chr1	91000000	92000000	12848	0.08448	0.7342	0.12244	0.13706	0.15312	0.18983	0.23291	0.30936	0.46129	16.20	33.15	38.92	NA
chr1	92000000	93000000	10526	0.06078	0.6004	0.11673	0.12472	0.13317	0.15153	0.17193	0.20650	0.27495	27.88	NA	NA	NA
chr1	93000000	94000000	10755	0.08784	0.7533	0.12340	0.13918	0.15662	0.19678	0.24426	0.32873	0.49466	15.15	31.02	36.41	48.33
chr1	94000000	95000000	12222	0.08473	0.8765	0.12522	0.14323	0.16336	0.21032	0.26647	0.36657	0.55704	13.52	27.68	32.49	43.13
chr1	95000000	96000000	11015	0.07751	0.7784	0.12201	0.13612	0.15157	0.18677	0.22795	0.30088	0.44643	16.71	34.21	40.16	NA
chr1	96000000	97000000	11937	0.07300	0.5358	0.11734	0.12602	0.13524	0.15539	0.17792	0.21639	0.29304	25.84	NA	NA	NA
chr1	97000000	98000000	10951	0.06510	0.7209	0.11899	0.12955	0.14089	0.16606	0.19471	0.24444	0.34453	21.63	44.26	NA	NA
chr1	98000000	99000000	11749	0.07278	0.8807	0.12282	0.13789	0.15449	0.19253	0.23732	0.31688	0.47436	15.77	32.28	37.89	NA
chr1	99000000	100000000	12288	0.08203	0.9047	0.12518	0.14315	0.16321	0.21003	0.26600	0.36577	0.55575	13.55	27.74	32.57	43.23
chr1	100000000	101000000	10920	0.08646	1.1348	0.13080	0.15596	0.18492	0.25486	0.34021	0.48834	0.72703	10.23	20.93	24.57	32.62
chr1	101000000	102000000	12833	0.08880	0.9540	0.12767	0.14877	0.17267	0.22936	0.29795	0.41951	0.63701	11.83	24.21	28.42	37.73
chr1	102000000	103000000	14208	0.08797	0.7850	0.12406	0.14064	0.15904	0.20162	0.25217	0.34224	0.51739	14.52	29.72	34.88	46.30
chr1	103000000	104000000	11116	0.07963	0.4323	0.11752	0.12394	0.13194	0.14926	0.16841	0.20074	0.26444	29.26	NA	NA	NA
chr1	104000000	105000000	15254	0.09998	0.5275	0.12047	0.13275	0.14607	0.17603	0.21061	0.27134	0.39360	18.89	38.66	45.39	NA
chr1	105000000	106000000	15405	0.08827	0.6605	0.12163	0.13529	0.15022	0.18411	0.22363	0.29351	0.43339	17.20	35.20	41.32	NA
chr1	106000000	107000000	13296	0.08154	1.0358	0.12754	0.14846	0.17214	0.22827	0.29614	0.41651	0.63271	11.91	24.38	28.62	37.99
chr1	107000000	108000000	12326	0.07959	1.0220	0.12680	0.14678	0.16931	0.22244	0.28650	0.40038	0.60915	12.38	25.34	29.75	39.49
chr1	108000000	109000000	10411	0.08482	1.3680	0.13510	0.16602	0.20236	0.29182	0.40094	0.58078	0.82325	8.66	17.72	20.80	27.60
chr1	109000000	110000000	11152	0.08189	1.3138	0.13301	0.16109	0.19378	0.27356	0.37107	0.53639	0.78045	9.35	19.14	22.47	29.82
chr1	110000000	111000000	11527	0.08077	1.6321	0.13893	0.17519	0.21850	0.32638	0.45642	0.65699	0.88334	7.64	15.63	18.35	24.35
chr1	111000000	112000000	12148	0.09335	1.3676	0.13811	0.17322	0.21502	0.31891	0.44456	0.64141	0.87234	7.83	16.03	18.81	24.97
chr1	112000000	113000000	12844	0.08266	1.0636	0.12835	0.15032	0.17530	0.23478	0.30694	0.43440	0.65784	11.44	23.41	27.48	36.48
chr1	113000000	114000000	9707	0.05742	0.9994	0.12122	0.13439	0.14874	0.18122	0.21897	0.28556	0.41920	17.76	36.35	42.67	NA
chr1	114000000	115000000	11019	0.06976	1.0742	0.12524	0.14327	0.16341	0.21043	0.26666	0.36688	0.55753	13.51	27.66	32.47	43.09
chr1	115000000	116000000	13242	0.08968	1.2948	0.13520	0.16625	0.20276	0.29267	0.40233	0.58279	0.82505	8.63	17.66	20.73	27.51
chr1	116000000	117000000	11170	0.08470	1.1560	0.13073	0.15579	0.18463	0.25426	0.33922	0.48677	0.72515	10.26	21.00	24.65	32.72
chr1	117000000	118000000	11803	0.07700	0.9113	0.12422	0.14099	0.15962	0.20279	0.25409	0.34551	0.52281	14.37	29.42	34.54	45.84
chr1	118000000	119000000	12410	0.07116	0.7552	0.12051	0.13284	0.14621	0.17630	0.21104	0.27207	0.39492	18.83	38.53	45.24	NA
chr1	119000000	120000000	11812	0.08580	0.5177	0.11855	0.12860	0.13938	0.16319	0.19016	0.23680	0.33050	22.60	46.26	NA	NA
chr1	120000000	121000000	7728	0.07359	0.3923	0.11684	0.12141	0.12795	0.14195	0.15720	0.18253	0.23158	35.00	NA	NA	NA
chr1	121000000	122000000	10511	0.03906	0.0811	0.11312	0.11312	0.11312	0.11312	0.11366	0.11563	0.11897	NA	NA	NA	NA
chr1	122000000	123000000	27609	0.01131	0.0292	0.11029	0.11029	0.11029	0.11029	0.11029	0.11029	0.11029	NA	NA	NA	NA
chr1	123000000	124000000	51293	0.01090	0.0000	0.11025	0.11025	0.11025	0.11025	0.11025	0.11025	0.11025	NA	NA	NA	NA
chr1	124000000	125000000	47284	0.01354	0.0035	0.11052	0.11052	0.11052	0.11052	0.11052	0.11052	0.11052	NA	NA	NA	NA
chr1	125000000	126000000	5780	0.03404	0.0053	0.11260	0.11260	0.11260	0.11260	0.11260	0.11260	0.11260	NA	NA	NA	NA
chr1	143000000	144000000	12549	0.02821	0.0522	0.11200	0.11200	0.11200	0.11200	0.11200	0.11212	0.11362	NA	NA	NA	NA
chr1	144000000	145000000	5429	0.04179	0.1169	0.11341	0.11341	0.11341	0.11413	0.11617	0.11928	0.12462	NA	NA	NA	NA
chr1	145000000	146000000	9165	0.04460	0.3526	0.11370	0.11560	0.11893	0.12584	0.13309	0.14462	0.16568	NA	NA	NA	NA
chr1	146000000	147000000	10511	0.06331	0.4111	0.11571	0.12009	0.12589	0.13821	0.15153	0.17346	0.21544	39.03	NA	NA	NA
chr1	147000000	148000000	13093	0.08043	0.3488	0.11761	0.12109	0.12746	0.14105	0.15583	0.18033	0.22765	35.88	NA	NA	NA
chr1	148000000	149000000	11033	0.05446	0.4993	0.11475	0.12055	0.12660	0.13949	0.15347	0.17655	0.22093	37.53	NA	NA	NA
chr1	149000000	150000000	9176	0.04605	0.5143	0.11399	0.11898	0.12416	0.13509	0.14683	0.16600	0.20233	43.29	NA	NA	NA
chr1	150000000	151000000	9927	0.08141	0.7568	0.12233	0.13681	0.15270	0.18900	0.23157	0.30706	0.45728	16.33	33.43	39.24	NA
chr1	151000000	152000000	10549	0.06989	0.5559	0.11727	0.12586	0.13500	0.15494	0.17722	0.21523	0.29091	26.06	NA	NA	NA
chr1	152000000	153000000	12674	0.09653	0.8171	0.12639	0.14587	0.16778	0.21932	0.28133	0.39169	0.59610	12.65	25.90	30.40	40.35
chr1	153000000	154000000	12389	0.08491	1.0237	0.12815	0.14985	0.17450	0.23313	0.30421	0.42989	0.65160	11.55	23.65	27.76	36.85
chr1	154000000	155000000	10534	0.07585	0.9132	0.12400	0.14052	0.15883	0.20120	0.25149	0.34108	0.51545	14.57	29.82	35.01	46.47
chr1	155000000	156000000	9227	0.06149	1.1064	0.12361	0.13965	0.15739	0.19831	0.24675	0.33299	0.50187	14.95	30.59	35.91	47.67
chr1	156000000	157000000	10904	0.07460	1.0306	0.12572	0.14437	0.16525	0.21415	0.27280	0.37730	0.57396	13.14	26.88	31.56	41.89
chr1	157000000	158000000	13595	0.09501	1.4716	0.14121	0.18072	0.22836	0.34752	0.48943	0.69830	0.90957	7.14	14.62	17.16	22.78
chr1	158000000	159000000	14355	0.11004	1.4864	0.14773	0.19687	0.25743	0.40945	0.58101	0.79684	0.95687	6.06	12.40	14.55	19.32
chr1	159000000	160000000	11694	0.07949	1.8205	0.14215	0.18303	0.23248	0.35635	0.50298	0.71436	0.91868	6.96	14.25	16.72	22.20
chr1	160000000	161000000	12514	0.08619	1.5960	0.14047	0.17892	0.22514	0.34062	0.47873	0.68525	0.90173	7.30	14.93	17.53	23.27
chr1	161000000	162000000	11451	0.07291	1.5855	0.13482	0.16535	0.20119	0.28931	0.39686	0.57485	0.81788	8.74	17.90	21.01	27.88
chr1	162000000	163000000	12375	0.08771	1.4949	0.13888	0.17506	0.21828	0.32590	0.45565	0.65600	0.88266	7.65	15.65	18.38	24.39
chr1	163000000	164000000	12932	0.08119	1.8424	0.14343	0.18617	0.23810	0.36839	0.52120	0.73514	0.92962	6.73	13.77	16.17	21.46
chr1	164000000	165000000	12543	0.07576	1.8716	0.14134	0.18104	0.22891	0.34871	0.49127	0.70051	0.91086	7.12	14.57	17.10	22.70
chr1	165000000	166000000	13254	0.08732	1.5142	0.13915	0.17571	0.21943	0.32837	0.45955	0.66105	0.88610	7.59	15.53	18.23	24.19
chr1	166000000	167000000	12996	0.08758	1.7178	0.14378	0.18705	0.23968	0.37178	0.52628	0.74076	0.93242	6.67	13.64	16.02	21.26
chr1	167000000	168000000	12363	0.08278	1.6859	0.14091	0.18000	0.22706	0.34474	0.48513	0.69309	0.90649	7.20	14.75	17.31	22.97
chr1	168000000	169000000	12908	0.08697	1.7952	0.14524	0.19066	0.24618	0.38563	0.54677	0.76272	0.94273	6.43	13.15	15.44	20.49
chr1	169000000	170000000	11946	0.08210	1.1347	0.12958	0.15313	0.18007	0.24471	0.32339	0.46133	0.69362	10.80	22.10	25.94	34.43
chr1	170000000	171000000	12077	0.08132	0.9155	0.12523	0.14325	0.16339	0.21038	0.26658	0.36675	0.55732	13.52	27.67	32.48	43.11
chr1	171000000	172000000	12766	0.09472	0.7995	0.12565	0.14420	0.16496	0.21358	0.27185	0.37569	0.57144	13.19	27.00	31.70	42.07
chr1	172000000	173000000	11216	0.07407	0.7939	0.12165	0.13532	0.15027	0.18420	0.22379	0.29377	0.43385	17.18	35.16	41.27	NA
chr1	173000000	174000000	10234	0.08074	0.4620	0.11764	0.12526	0.13404	0.15314	0.17443	0.21062	0.28247	26.98	NA	NA	NA
chr1	174000000	175000000	10651	0.06319	0.7593	0.11920	0.13001	0.14164	0.16750	0.19699	0.24827	0.35155	21.18	43.34	NA	NA
chr1	175000000	176000000	13008	0.07760	0.7625	0.12175	0.13555	0.15065	0.18495	0.22500	0.29584	0.43752	17.04	34.88	40.94	NA
chr1	176000000	177000000	11001	0.06690	1.0947	0.12482	0.14235	0.16188	0.20733	0.26155	0.35821	0.54360	13.85	28.34	33.27	44.16
chr1	177000000	178000000	12297	0.07486	0.7667	0.12134	0.13465	0.14917	0.18205	0.22031	0.28784	0.42328	17.59	36.01	42.27	NA
chr1	178000000	179000000	11148	0.07283	0.6989	0.11990	0.13151	0.14405	0.17213	0.20437	0.26074	0.37434	19.86	40.65	47.72	NA
chr1	179000000	180000000	12550	0.09365	0.6493	0.12224	0.13661	0.15238	0.18837	0.23054	0.30531	0.45421	16.44	33.64	39.50	NA
chr1	180000000	181000000	11988	0.07933	0.8740	0.12405	0.14062	0.15900	0.20154	0.25204	0.34202	0.51701	14.53	29.74	34.91	46.33
chr1	181000000	182000000	12437	0.08466	1.0888	0.12938	0.15267	0.17928	0.24307	0.32068	0.45692	0.68792	10.90	22.30	26.18	34.75
chr1	182000000	183000000	11985	0.07950	1.1321	0.12881	0.15136	0.17706	0.23843	0.31300	0.44437	0.67137	11.19	22.91	26.89	35.69
chr1	183000000	184000000	11549	0.09565	0.9162	0.12843	0.15050	0.17560	0.23542	0.30800	0.43615	0.66023	11.39	23.32	27.38	36.34
chr1	184000000	185000000	11259	0.07687	0.8027	0.12231	0.13678	0.15266	0.18892	0.23143	0.30682	0.45686	16.35	33.46	39.28	NA
chr1	185000000	186000000	11874	0.07745	0.6761	0.12025	0.13226	0.14528	0.17450	0.20815	0.26716	0.38602	19.26	39.41	46.27	NA
chr1	186000000	187000000	11090	0.07579	0.7141	0.12062	0.13308	0.14661	0.17708	0.21229	0.27419	0.39876	18.65	38.17	44.81	NA
chr1	187000000	188000000	13105	0.08564	0.7209	0.12239	0.13694	0.15292	0.18944	0.23228	0.30827	0.45940	16.26	33.28	39.07	NA
chr1	188000000	189000000	14292	0.10107	0.6495	0.12339	0.13916	0.15658	0.19669	0.24410	0.32847	0.49421	15.17	31.04	36.44	48.37
chr1	189000000	190000000	14056	0.09952	0.4482	0.11980	0.12885	0.13976	0.16392	0.19132	0.23875	0.33408	22.34	45.73	NA	NA
chr1	190000000	191000000	12613	0.07933	0.3224	0.11749	0.11999	0.12573	0.13792	0.15109	0.17276	0.21421	39.39	NA	NA	NA
chr1	191000000	192000000	11133	0.07157	0.5319	0.11711	0.12552	0.13445	0.15392	0.17564	0.21262	0.28614	26.57	NA	NA	NA
chr1	192000000	193000000	11752	0.08368	0.6596	0.12091	0.13371	0.14763	0.17906	0.21549	0.27962	0.40856	18.21	37.27	43.75	NA
chr1	193000000	194000000	11555	0.07764	0.6772	0.12029	0.13237	0.14545	0.17482	0.20868	0.26804	0.38763	19.18	39.25	46.08	NA
chr1	194000000	195000000	13549	0.08953	0.5576	0.11978	0.13126	0.14365	0.17135	0.20312	0.25863	0.37050	20.07	41.07	48.22	NA
chr1	195000000	196000000	12837	0.09422	0.5194	0.11959	0.13084	0.14298	0.17007	0.20108	0.25518	0.36420	20.42	41.80	49.06	NA
chr1	196000000	197000000	11517	0.06845	0.5486	0.11698	0.12526	0.13404	0.15315	0.17443	0.21063	0.28249	26.98	NA	NA	NA
chr1	197000000	198000000	10868	0.06393	0.4800	0.11578	0.12215	0.12911	0.14406	0.16041	0.18772	0.24090	33.10	NA	NA	NA
chr1	198000000	199000000	11180	0.07087	0.5548	0.11737	0.12609	0.13535	0.15560	0.17826	0.21695	0.29406	25.74	NA	NA	NA
