chrom	window_start	window_end	n_variants	mean_2pq	cMperMb	post_L1Mb	post_L2Mb	post_L3Mb	post_L5Mb	post_L7Mb	post_L10Mb	post_L15Mb	L_for_post_0.5_Mb	L_for_post_0.9_Mb	L_for_post_0.95_Mb	L_for_post_0.99_Mb
chr1	73000000	74000000	8508	0.10662	0.5631	0.05628	0.06342	0.07139	0.09017	0.11328	0.15752	0.26076	23.21	40.51	46.40	NA
chr1	74000000	75000000	8363	0.07106	0.5509	0.05390	0.05820	0.06281	0.07308	0.08487	0.10581	0.15081	36.28	NA	NA	NA
chr1	75000000	76000000	8612	0.10360	0.9500	0.06073	0.07373	0.08923	0.12927	0.18364	0.29557	0.54253	14.18	24.75	28.35	36.29
chr1	76000000	77000000	9036	0.08843	0.8358	0.05778	0.06680	0.07712	0.10225	0.13436	0.19803	0.34870	19.04	33.23	38.06	48.72
chr1	77000000	78000000	7339	0.07961	0.9440	0.05788	0.06703	0.07752	0.10309	0.13587	0.20098	0.35501	18.81	32.84	37.61	48.15
chr1	78000000	79000000	9080	0.08854	0.6224	0.05567	0.06206	0.06912	0.08553	0.10540	0.14277	0.22874	25.53	44.57	NA	NA
chr1	79000000	80000000	9996	0.09703	0.7282	0.05744	0.06604	0.07582	0.09946	0.12944	0.18847	0.32811	19.82	34.60	39.63	NA
chr1	80000000	81000000	10650	0.08103	1.0026	0.05858	0.06866	0.08032	0.10918	0.14675	0.22236	0.40018	17.39	30.36	34.77	44.51
chr1	81000000	82000000	9474	0.09372	1.1225	0.06149	0.07554	0.09249	0.13684	0.19783	0.32363	0.59085	13.34	23.28	26.66	34.14
chr1	82000000	83000000	8923	0.10142	1.0470	0.06166	0.07596	0.09325	0.13863	0.20120	0.33027	0.60175	13.16	22.97	26.30	33.68
chr1	83000000	84000000	8522	0.10181	1.0670	0.06196	0.07669	0.09458	0.14176	0.20711	0.34186	0.62026	12.86	22.45	25.71	32.91
chr1	84000000	85000000	8082	0.09612	0.9955	0.06036	0.07283	0.08764	0.12560	0.17682	0.28201	0.51786	14.64	25.57	29.28	37.48
chr1	85000000	86000000	8849	0.09565	0.9392	0.05966	0.07118	0.08472	0.11897	0.16458	0.25768	0.47156	15.60	27.24	31.20	39.94
chr1	86000000	87000000	9009	0.08775	1.1630	0.06107	0.07453	0.09066	0.13258	0.18984	0.30785	0.56412	13.79	24.08	27.58	35.30
chr1	87000000	88000000	8376	0.08078	1.1014	0.05948	0.07074	0.08395	0.11725	0.16143	0.25143	0.45927	15.88	27.72	31.75	40.65
chr1	88000000	89000000	7700	0.07940	1.1864	0.06008	0.07217	0.08648	0.12295	0.17191	0.27225	0.49959	15.01	26.20	30.01	38.41
chr1	89000000	90000000	8365	0.08367	0.8099	0.05706	0.06517	0.07434	0.09633	0.12394	0.17784	0.30506	20.82	36.34	41.62	NA
chr1	90000000	91000000	7747	0.08039	0.9359	0.05789	0.06706	0.07757	0.10321	0.13607	0.20137	0.35584	18.78	32.79	37.55	48.08
chr1	91000000	92000000	9374	0.10244	0.7342	0.05799	0.06729	0.07796	0.10406	0.13758	0.20433	0.36216	18.57	32.41	37.12	47.52
chr1	92000000	93000000	7731	0.06129	0.6004	0.05363	0.05762	0.06189	0.07132	0.08206	0.10094	0.14099	38.79	NA	NA	NA
chr1	93000000	94000000	7700	0.08704	0.7533	0.05683	0.06465	0.07345	0.09446	0.12068	0.17160	0.29145	21.47	37.49	42.93	NA
chr1	94000000	95000000	9034	0.09180	0.8765	0.05855	0.06858	0.08018	0.10887	0.14620	0.22127	0.39790	17.45	30.47	34.90	44.67
chr1	95000000	96000000	7857	0.09851	0.7784	0.05814	0.06764	0.07856	0.10534	0.13987	0.20882	0.37171	18.25	31.86	36.49	46.72
chr1	96000000	97000000	8419	0.09583	0.5358	0.05528	0.06120	0.06770	0.08267	0.10058	0.13390	0.20963	27.29	47.65	NA	NA
chr1	97000000	98000000	7696	0.07021	0.7209	0.05512	0.06085	0.06714	0.08154	0.09871	0.13047	0.20230	28.07	49.01	NA	NA
chr1	98000000	99000000	8354	0.08966	0.8807	0.05836	0.06815	0.07943	0.10725	0.14329	0.21554	0.38589	17.81	31.09	35.60	45.58
chr1	99000000	100000000	8977	0.08251	0.9047	0.05783	0.06693	0.07735	0.10272	0.13521	0.19969	0.35225	18.91	33.01	37.81	48.40
chr1	100000000	101000000	7943	0.07200	1.1348	0.05859	0.06867	0.08035	0.10925	0.14688	0.22262	0.40070	17.37	30.33	34.74	44.47
chr1	101000000	102000000	9810	0.09055	0.9540	0.05923	0.07016	0.08294	0.11498	0.15728	0.24320	0.44284	16.27	28.40	32.53	41.64
chr1	102000000	103000000	10665	0.06916	0.7850	0.05552	0.06172	0.06857	0.08441	0.10351	0.13929	0.22121	26.19	45.71	NA	NA
chr1	103000000	104000000	7710	0.08368	0.4323	0.05422	0.05758	0.06182	0.07118	0.08184	0.10057	0.14026	39.00	NA	NA	NA
chr1	104000000	105000000	10922	0.11832	0.5275	0.05660	0.06412	0.07257	0.09261	0.11749	0.16549	0.27815	22.18	38.72	44.34	NA
chr1	105000000	106000000	11196	0.09505	0.6605	0.05655	0.06401	0.07239	0.09223	0.11683	0.16424	0.27542	22.33	38.98	44.65	NA
chr1	106000000	107000000	9221	0.08817	1.0358	0.05979	0.07149	0.08527	0.12022	0.16688	0.26227	0.48048	15.41	26.90	30.81	39.44
chr1	107000000	108000000	8556	0.08454	1.0220	0.05920	0.07009	0.08281	0.11469	0.15676	0.24215	0.44074	16.32	28.49	32.63	41.77
chr1	108000000	109000000	7519	0.09053	1.3680	0.06376	0.08113	0.10271	0.16134	0.24434	0.41335	0.72072	11.35	19.81	22.69	29.05
chr1	109000000	110000000	7905	0.07695	1.3138	0.06088	0.07408	0.08987	0.13075	0.18640	0.30104	0.55223	14.00	24.45	28.00	35.84
chr1	110000000	111000000	8297	0.09988	1.6321	0.06895	0.09454	0.12831	0.22636	0.36771	0.61973	0.90077	8.58	14.98	17.15	21.96
chr1	111000000	112000000	9055	0.10032	1.3676	0.06554	0.08564	0.11116	0.18233	0.28448	0.48628	0.80073	10.19	17.79	20.37	26.08
chr1	112000000	113000000	9353	0.08219	1.0636	0.05930	0.07033	0.08324	0.11565	0.15850	0.24561	0.44768	16.15	28.20	32.29	41.34
chr1	113000000	114000000	7059	0.08887	0.9994	0.05950	0.07081	0.08407	0.11751	0.16190	0.25236	0.46110	15.84	27.65	31.67	40.54
chr1	114000000	115000000	8532	0.07293	1.0742	0.05821	0.06780	0.07883	0.10594	0.14094	0.21092	0.37615	18.11	31.61	36.21	46.35
chr1	115000000	116000000	9570	0.10255	1.2948	0.06500	0.08425	0.10853	0.17575	0.27189	0.46395	0.77843	10.52	18.36	21.02	26.92
chr1	116000000	117000000	7963	0.06112	1.1560	0.05729	0.06569	0.07523	0.09820	0.12722	0.18417	0.31881	20.21	35.28	40.40	NA
chr1	117000000	118000000	8375	0.08511	0.9113	0.05818	0.06772	0.07871	0.10566	0.14044	0.20994	0.37410	18.17	31.73	36.34	46.52
chr1	118000000	119000000	8564	0.09267	0.7552	0.05735	0.06583	0.07546	0.09868	0.12807	0.18581	0.32234	20.06	35.02	40.10	NA
chr1	119000000	120000000	8556	0.08757	0.5177	0.05460	0.05971	0.06527	0.07785	0.09261	0.11947	0.17902	31.05	NA	NA	NA
chr1	120000000	121000000	5664	0.07962	0.3923	0.05399	0.05645	0.06002	0.06780	0.07651	0.09150	0.12240	45.26	NA	NA	NA
chr1	121000000	122000000	7295	0.04014	0.0811	0.05189	0.05189	0.05189	0.05189	0.05216	0.05315	0.05485	NA	NA	NA	NA
chr1	122000000	123000000	20694	0.01115	0.0292	0.05044	0.05044	0.05044	0.05044	0.05044	0.05044	0.05044	NA	NA	NA	NA
chr1	123000000	124000000	37608	0.01109	0.0000	0.05044	0.05044	0.05044	0.05044	0.05044	0.05044	0.05044	NA	NA	NA	NA
chr1	124000000	125000000	34428	0.01299	0.0035	0.05053	0.05053	0.05053	0.05053	0.05053	0.05053	0.05053	NA	NA	NA	NA
chr1	125000000	126000000	4206	0.03787	0.0053	0.05177	0.05177	0.05177	0.05177	0.05177	0.05177	0.05177	NA	NA	NA	NA
chr1	143000000	144000000	8853	0.02713	0.0522	0.05123	0.05123	0.05123	0.05123	0.05123	0.05129	0.05199	NA	NA	NA	NA
chr1	144000000	145000000	3773	0.01984	0.1169	0.05087	0.05087	0.05087	0.05103	0.05148	0.05218	0.05335	NA	NA	NA	NA
chr1	145000000	146000000	6392	0.03750	0.3526	0.05175	0.05253	0.05388	0.05670	0.05965	0.06435	0.07296	NA	NA	NA	NA
chr1	146000000	147000000	7351	0.06172	0.4111	0.05302	0.05512	0.05791	0.06390	0.07046	0.08147	0.10334	NA	NA	NA	NA
chr1	147000000	148000000	10141	0.09105	0.3488	0.05463	0.05661	0.06028	0.06828	0.07726	0.09276	0.12484	44.24	NA	NA	NA
chr1	148000000	149000000	7757	0.04392	0.4993	0.05208	0.05434	0.05669	0.06168	0.06708	0.07601	0.09333	NA	NA	NA	NA
chr1	149000000	150000000	6569	0.04640	0.5143	0.05227	0.05475	0.05733	0.06285	0.06886	0.07887	0.09855	NA	NA	NA	NA
chr1	150000000	151000000	7750	0.07949	0.7568	0.05620	0.06323	0.07108	0.08952	0.11217	0.15542	0.25620	23.50	41.03	46.99	NA
chr1	151000000	152000000	7431	0.07343	0.5559	0.05408	0.05859	0.06344	0.07430	0.08683	0.10924	0.15781	34.75	NA	NA	NA
chr1	152000000	153000000	9239	0.09214	0.8171	0.05795	0.06720	0.07781	0.10372	0.13698	0.20315	0.35965	18.65	32.56	37.29	47.74
chr1	153000000	154000000	9367	0.08105	1.0237	0.05878	0.06912	0.08112	0.11095	0.14995	0.22867	0.41325	17.03	29.72	34.04	43.58
chr1	154000000	155000000	7480	0.08235	0.9132	0.05790	0.06708	0.07759	0.10325	0.13614	0.20152	0.35617	18.77	32.77	37.53	48.05
chr1	155000000	156000000	6621	0.05045	1.1064	0.05563	0.06196	0.06896	0.08521	0.10485	0.14176	0.22654	25.72	44.90	NA	NA
chr1	156000000	157000000	7917	0.07539	1.0306	0.05815	0.06765	0.07858	0.10540	0.13997	0.20902	0.37214	18.24	31.84	36.46	46.68
chr1	157000000	158000000	9747	0.10477	1.4716	0.06782	0.09155	0.12248	0.21121	0.33936	0.57716	0.87434	9.04	15.79	18.08	23.15
chr1	158000000	159000000	10605	0.10452	1.4864	0.06798	0.09195	0.12327	0.21325	0.34321	0.58311	0.87831	8.98	15.67	17.95	22.98
chr1	159000000	160000000	9044	0.07861	1.8205	0.06609	0.08705	0.11384	0.18910	0.29741	0.50867	0.82130	9.88	17.25	19.76	25.30
chr1	160000000	161000000	9301	0.09114	1.5960	0.06652	0.08816	0.11596	0.19448	0.30766	0.52599	0.83607	9.66	16.86	19.31	24.72
chr1	161000000	162000000	8812	0.08653	1.5855	0.06541	0.08530	0.11052	0.18073	0.28143	0.48092	0.79554	10.27	17.92	20.53	26.28
chr1	162000000	163000000	9246	0.09523	1.4949	0.06616	0.08723	0.11418	0.18994	0.29902	0.51142	0.82371	9.85	17.19	19.69	25.20
chr1	163000000	164000000	9551	0.09822	1.8424	0.07139	0.10115	0.14141	0.26081	0.43047	0.70326	0.94089	7.73	13.50	15.46	19.80
chr1	164000000	165000000	9210	0.09107	1.8716	0.06985	0.09695	0.13307	0.23881	0.39071	0.65203	0.91798	8.24	14.39	16.48	21.10
chr1	165000000	166000000	9420	0.09777	1.5142	0.06693	0.08922	0.11799	0.19965	0.31750	0.54227	0.84908	9.46	16.51	18.91	24.20
chr1	166000000	167000000	9053	0.10286	1.7178	0.07086	0.09970	0.13851	0.25314	0.41675	0.68624	0.93383	7.90	13.79	15.80	20.22
chr1	167000000	168000000	8988	0.08452	1.6859	0.06607	0.08699	0.11374	0.18883	0.29690	0.50779	0.82053	9.90	17.27	19.78	25.33
chr1	168000000	169000000	9760	0.09219	1.7952	0.06919	0.09519	0.12959	0.22969	0.37390	0.62862	0.90574	8.48	14.81	16.96	21.72
chr1	169000000	170000000	8764	0.11327	1.1347	0.06455	0.08311	0.10641	0.17046	0.26177	0.44563	0.75872	10.80	18.85	21.59	27.64
chr1	170000000	171000000	8800	0.09921	0.9155	0.05980	0.07151	0.08530	0.12027	0.16697	0.26244	0.48082	15.40	26.89	30.79	39.42
chr1	171000000	172000000	9053	0.10402	0.7995	0.05892	0.06945	0.08170	0.11222	0.15227	0.23325	0.42267	16.78	29.29	33.54	42.94
chr1	172000000	173000000	7848	0.08402	0.7939	0.05694	0.06491	0.07390	0.09538	0.12229	0.17468	0.29817	21.14	36.91	42.27	NA
chr1	173000000	174000000	7267	0.08142	0.4620	0.05409	0.05790	0.06233	0.07216	0.08340	0.10325	0.14564	37.54	NA	NA	NA
chr1	174000000	175000000	7693	0.07583	0.7593	0.05590	0.06257	0.06997	0.08725	0.10830	0.14818	0.24045	24.61	42.95	49.19	NA
chr1	175000000	176000000	9291	0.08495	0.7625	0.05673	0.06443	0.07308	0.09368	0.11934	0.16903	0.28586	21.76	37.99	43.51	NA
chr1	176000000	177000000	7244	0.07991	1.0947	0.05930	0.07032	0.08322	0.11560	0.15841	0.24544	0.44734	16.16	28.21	32.31	41.36
chr1	177000000	178000000	8702	0.08862	0.7667	0.05710	0.06526	0.07450	0.09666	0.12452	0.17896	0.30748	20.71	36.15	41.40	NA
chr1	178000000	179000000	8356	0.07159	0.6989	0.05507	0.06073	0.06693	0.08112	0.09801	0.12920	0.19958	28.38	49.54	NA	NA
chr1	179000000	180000000	9567	0.11006	0.6493	0.05760	0.06639	0.07641	0.10071	0.13165	0.19275	0.33735	19.46	33.97	38.90	49.81
chr1	180000000	181000000	9020	0.07570	0.8740	0.05685	0.06469	0.07354	0.09463	0.12098	0.17217	0.29271	21.41	37.38	42.81	NA
chr1	181000000	182000000	9021	0.08548	1.0888	0.05998	0.07194	0.08606	0.12201	0.17018	0.26882	0.49308	15.14	26.43	30.27	38.76
chr1	182000000	183000000	9075	0.08041	1.1321	0.05971	0.07130	0.08494	0.11947	0.16550	0.25952	0.47514	15.52	27.10	31.04	39.74
chr1	183000000	184000000	8699	0.11132	0.9162	0.06122	0.07489	0.09132	0.13411	0.19269	0.31349	0.57382	13.62	23.78	27.24	34.87
chr1	184000000	185000000	8686	0.07782	0.8027	0.05645	0.06379	0.07201	0.09145	0.11548	0.16169	0.26986	22.65	39.54	45.29	NA
chr1	185000000	186000000	8500	0.06381	0.6761	0.05431	0.05907	0.06423	0.07582	0.08929	0.11357	0.16673	33.05	NA	NA	NA
chr1	186000000	187000000	8677	0.07673	0.7141	0.05560	0.06190	0.06886	0.08500	0.10449	0.14109	0.22510	25.84	45.11	NA	NA
chr1	187000000	188000000	9477	0.10699	0.7209	0.05824	0.06786	0.07893	0.10616	0.14133	0.21168	0.37777	18.06	31.53	36.10	46.22
chr1	188000000	189000000	10922	0.10280	0.6495	0.05703	0.06510	0.07421	0.09605	0.12346	0.17692	0.30305	20.91	36.50	41.81	NA
chr1	189000000	190000000	10949	0.08832	0.4482	0.05448	0.05838	0.06310	0.07364	0.08578	0.10739	0.15404	35.55	NA	NA	NA
chr1	190000000	191000000	8870	0.10003	0.3224	0.05515	0.05676	0.06051	0.06871	0.07793	0.09390	0.12706	43.36	NA	NA	NA
chr1	191000000	192000000	8382	0.09033	0.5319	0.05490	0.06037	0.06634	0.07996	0.09609	0.12572	0.19220	29.26	NA	NA	NA
chr1	192000000	193000000	8592	0.08672	0.6596	0.05590	0.06256	0.06995	0.08722	0.10825	0.14808	0.24024	24.62	42.98	49.23	NA
chr1	193000000	194000000	8221	0.08940	0.6772	0.05628	0.06340	0.07137	0.09012	0.11320	0.15736	0.26042	23.23	40.55	46.44	NA
chr1	194000000	195000000	9703	0.09713	0.5576	0.05560	0.06189	0.06885	0.08497	0.10445	0.14101	0.22493	25.86	45.14	NA	NA
chr1	195000000	196000000	8961	0.12044	0.5194	0.05662	0.06418	0.07266	0.09280	0.11782	0.16613	0.27953	22.10	38.58	44.19	NA
chr1	196000000	197000000	8674	0.06072	0.5486	0.05327	0.05684	0.06064	0.06896	0.07833	0.09458	0.12839	42.86	NA	NA	NA
chr1	197000000	198000000	7711	0.06300	0.4800	0.05308	0.05618	0.05958	0.06698	0.07522	0.08934	0.11823	47.16	NA	NA	NA
chr1	198000000	199000000	8027	0.08729	0.5548	0.05494	0.06044	0.06646	0.08020	0.09648	0.12642	0.19368	29.07	NA	NA	NA
