chrom	window_start	window_end	n_variants	mean_2pq	cMperMb	post_L1Mb	post_L2Mb	post_L3Mb	post_L5Mb	post_L7Mb	post_L10Mb	post_L15Mb	L_for_post_0.5_Mb	L_for_post_0.9_Mb	L_for_post_0.95_Mb	L_for_post_0.99_Mb
chr1	82000000	83000000	7845	0.11940	1.0470	0.00755	0.00983	0.01279	0.02158	0.03621	0.07708	0.24022	19.32	27.58	30.38	36.58
chr1	83000000	84000000	7852	0.11337	1.0670	0.00748	0.00964	0.01243	0.02060	0.03397	0.07060	0.21523	20.04	28.60	31.51	37.93
chr1	84000000	85000000	7226	0.10346	0.9955	0.00719	0.00892	0.01106	0.01699	0.02600	0.04875	0.13194	23.66	33.77	37.21	44.80
chr1	85000000	86000000	7299	0.10816	0.9392	0.00717	0.00888	0.01098	0.01679	0.02558	0.04765	0.12786	23.93	34.15	37.62	45.30
chr1	86000000	87000000	7970	0.09666	1.1630	0.00733	0.00926	0.01171	0.01865	0.02960	0.05837	0.16820	21.76	31.05	34.21	41.19
chr1	87000000	88000000	6723	0.09655	1.1014	0.00723	0.00903	0.01127	0.01752	0.02713	0.05173	0.14305	23.00	32.83	36.17	43.55
chr1	88000000	89000000	6635	0.08484	1.1864	0.00714	0.00880	0.01083	0.01641	0.02478	0.04558	0.12028	24.46	34.90	38.46	46.30
chr1	89000000	90000000	6538	0.10612	0.8099	0.00694	0.00831	0.00995	0.01425	0.02037	0.03462	0.08169	28.32	40.41	44.52	NA
chr1	90000000	91000000	6503	0.09690	0.9359	0.00700	0.00846	0.01022	0.01490	0.02167	0.03777	0.09248	26.97	38.49	42.41	NA
chr1	91000000	92000000	7655	0.12455	0.7342	0.00703	0.00854	0.01036	0.01524	0.02236	0.03946	0.09836	26.34	37.59	41.42	49.87
chr1	92000000	93000000	6120	0.06164	0.6004	0.00625	0.00674	0.00727	0.00847	0.00985	0.01236	0.01800	NA	NA	NA	NA
chr1	93000000	94000000	6708	0.07797	0.7533	0.00654	0.00739	0.00834	0.01063	0.01353	0.01941	0.03521	42.07	NA	NA	NA
chr1	94000000	95000000	7128	0.11480	0.8765	0.00716	0.00886	0.01094	0.01669	0.02536	0.04709	0.12579	24.07	34.35	37.84	45.56
chr1	95000000	96000000	6984	0.11062	0.7784	0.00695	0.00832	0.00997	0.01430	0.02048	0.03488	0.08258	28.19	40.23	44.33	NA
chr1	96000000	97000000	7211	0.11353	0.5358	0.00659	0.00749	0.00851	0.01099	0.01418	0.02076	0.03886	39.85	NA	NA	NA
chr1	97000000	98000000	6773	0.08317	0.7209	0.00656	0.00743	0.00841	0.01078	0.01380	0.01997	0.03671	41.10	NA	NA	NA
chr1	98000000	99000000	6940	0.10847	0.8807	0.00708	0.00866	0.01058	0.01576	0.02344	0.04217	0.10795	25.44	36.31	40.00	48.16
chr1	99000000	100000000	7385	0.10258	0.9047	0.00704	0.00855	0.01038	0.01528	0.02244	0.03966	0.09906	26.27	37.49	41.31	49.74
chr1	100000000	101000000	6395	0.08615	1.1348	0.00710	0.00869	0.01065	0.01594	0.02380	0.04308	0.11123	25.16	35.91	39.56	47.64
chr1	101000000	102000000	8153	0.11444	0.9540	0.00729	0.00918	0.01155	0.01824	0.02869	0.05592	0.15886	22.19	31.66	34.88	42.00
chr1	102000000	103000000	8233	0.09886	0.7850	0.00681	0.00802	0.00942	0.01302	0.01796	0.02900	0.06334	31.48	44.93	49.50	NA
chr1	103000000	104000000	6489	0.08648	0.4323	0.00634	0.00677	0.00731	0.00854	0.00997	0.01258	0.01848	NA	NA	NA	NA
chr1	104000000	105000000	9909	0.12303	0.5275	0.00665	0.00763	0.00875	0.01151	0.01513	0.02275	0.04446	37.15	NA	NA	NA
chr1	105000000	106000000	8588	0.13178	0.6605	0.00697	0.00839	0.01010	0.01460	0.02107	0.03631	0.08745	27.56	39.33	43.34	NA
chr1	106000000	107000000	7385	0.10450	1.0358	0.00727	0.00912	0.01144	0.01795	0.02807	0.05424	0.15248	22.50	32.11	35.38	42.60
chr1	107000000	108000000	7182	0.10265	1.0220	0.00722	0.00899	0.01119	0.01732	0.02671	0.05063	0.13891	23.24	33.17	36.54	44.00
chr1	108000000	109000000	6428	0.10386	1.3680	0.00780	0.01051	0.01413	0.02545	0.04543	0.10480	0.34415	17.15	24.47	26.96	32.46
chr1	109000000	110000000	6800	0.09468	1.3138	0.00751	0.00973	0.01260	0.02107	0.03504	0.07367	0.22709	19.69	28.09	30.95	37.27
chr1	110000000	111000000	6952	0.11968	1.6321	0.00876	0.01322	0.01990	0.04458	0.09685	0.27201	0.74951	12.37	17.65	19.44	23.41
chr1	111000000	112000000	7393	0.12489	1.3676	0.00832	0.01194	0.01711	0.03487	0.06972	0.18298	0.58132	14.10	20.12	22.17	26.69
chr1	112000000	113000000	6935	0.10088	1.0636	0.00725	0.00908	0.01136	0.01774	0.02760	0.05299	0.14776	22.75	32.46	35.76	43.06
chr1	113000000	114000000	5970	0.09075	0.9994	0.00700	0.00845	0.01020	0.01486	0.02158	0.03756	0.09173	27.06	38.61	42.54	NA
chr1	114000000	115000000	6854	0.08771	1.0742	0.00705	0.00857	0.01042	0.01538	0.02265	0.04019	0.10092	26.09	37.23	41.02	49.39
chr1	115000000	116000000	7557	0.12440	1.2948	0.00815	0.01146	0.01609	0.03152	0.06082	0.15380	0.50374	14.96	21.34	23.52	28.31
chr1	116000000	117000000	6448	0.06850	1.1560	0.00682	0.00802	0.00944	0.01306	0.01804	0.02918	0.06390	31.36	44.76	49.31	NA
chr1	117000000	118000000	7245	0.10482	0.9113	0.00708	0.00865	0.01056	0.01573	0.02337	0.04200	0.10736	25.49	36.38	40.08	48.26
chr1	118000000	119000000	6952	0.11540	0.7552	0.00696	0.00837	0.01005	0.01450	0.02086	0.03581	0.08573	27.78	39.64	43.68	NA
chr1	119000000	120000000	7148	0.10732	0.5177	0.00651	0.00732	0.00822	0.01038	0.01309	0.01853	0.03286	43.77	NA	NA	NA
chr1	120000000	121000000	5302	0.08563	0.3923	0.00633	0.00666	0.00714	0.00821	0.00944	0.01163	0.01644	NA	NA	NA	NA
chr1	121000000	122000000	6717	0.04128	0.0811	0.00604	0.00604	0.00604	0.00604	0.00608	0.00620	0.00641	NA	NA	NA	NA
chr1	122000000	123000000	21833	0.01236	0.0292	0.00587	0.00587	0.00587	0.00587	0.00587	0.00587	0.00587	NA	NA	NA	NA
chr1	123000000	124000000	39820	0.01207	0.0000	0.00586	0.00586	0.00586	0.00586	0.00586	0.00586	0.00586	NA	NA	NA	NA
chr1	124000000	125000000	35788	0.01388	0.0035	0.00587	0.00587	0.00587	0.00587	0.00587	0.00587	0.00587	NA	NA	NA	NA
chr1	125000000	126000000	3995	0.03983	0.0053	0.00603	0.00603	0.00603	0.00603	0.00603	0.00603	0.00603	NA	NA	NA	NA
chr1	143000000	144000000	8807	0.03078	0.0522	0.00598	0.00598	0.00598	0.00598	0.00598	0.00598	0.00608	NA	NA	NA	NA
chr1	144000000	145000000	3635	0.03107	0.1169	0.00598	0.00598	0.00598	0.00601	0.00610	0.00623	0.00647	NA	NA	NA	NA
chr1	145000000	146000000	5790	0.04049	0.3526	0.00604	0.00614	0.00632	0.00670	0.00709	0.00774	0.00894	NA	NA	NA	NA
chr1	146000000	147000000	6384	0.06640	0.4111	0.00620	0.00648	0.00686	0.00767	0.00858	0.01015	0.01342	NA	NA	NA	NA
chr1	147000000	148000000	8853	0.10551	0.3488	0.00647	0.00676	0.00730	0.00852	0.00994	0.01253	0.01837	NA	NA	NA	NA
chr1	148000000	149000000	6989	0.05206	0.4993	0.00611	0.00644	0.00679	0.00755	0.00840	0.00984	0.01281	NA	NA	NA	NA
chr1	149000000	150000000	5999	0.05314	0.5143	0.00613	0.00648	0.00685	0.00766	0.00856	0.01011	0.01335	NA	NA	NA	NA
chr1	150000000	151000000	6411	0.08110	0.7568	0.00658	0.00747	0.00848	0.01093	0.01408	0.02053	0.03824	40.19	NA	NA	NA
chr1	151000000	152000000	6421	0.08397	0.5559	0.00638	0.00703	0.00775	0.00940	0.01140	0.01521	0.02454	NA	NA	NA	NA
chr1	152000000	153000000	7469	0.10621	0.8171	0.00695	0.00834	0.01000	0.01438	0.02062	0.03522	0.08373	28.04	40.01	44.08	NA
chr1	153000000	154000000	7102	0.10270	1.0237	0.00722	0.00900	0.01121	0.01736	0.02680	0.05086	0.13977	23.19	33.09	36.46	43.90
chr1	154000000	155000000	6234	0.09980	0.9132	0.00701	0.00848	0.01026	0.01499	0.02186	0.03823	0.09407	26.80	38.24	42.13	NA
chr1	155000000	156000000	5483	0.06000	1.1064	0.00664	0.00760	0.00871	0.01142	0.01497	0.02240	0.04346	37.58	NA	NA	NA
chr1	156000000	157000000	6611	0.09010	1.0306	0.00703	0.00853	0.01034	0.01519	0.02225	0.03921	0.09746	26.44	37.72	41.56	NA
chr1	157000000	158000000	7811	0.12103	1.4716	0.00845	0.01230	0.01788	0.03744	0.07674	0.20612	0.63412	13.55	19.34	21.31	25.65
chr1	158000000	159000000	8479	0.14257	1.4864	0.00912	0.01433	0.02246	0.05422	0.12516	0.36063	0.84732	11.25	16.06	17.69	21.30
chr1	159000000	160000000	7724	0.09249	1.8205	0.00823	0.01168	0.01654	0.03297	0.06466	0.16635	0.53868	14.56	20.78	22.89	27.57
chr1	160000000	161000000	7854	0.10653	1.5960	0.00828	0.01182	0.01685	0.03398	0.06733	0.17512	0.56167	14.31	20.42	22.50	27.09
chr1	161000000	162000000	7748	0.09936	1.5855	0.00805	0.01119	0.01552	0.02971	0.05613	0.13864	0.45825	15.50	22.13	24.38	29.35
chr1	162000000	163000000	7802	0.11067	1.4949	0.00821	0.01161	0.01641	0.03255	0.06353	0.16267	0.52869	14.67	20.94	23.07	27.78
chr1	163000000	164000000	7846	0.11318	1.8424	0.00899	0.01392	0.02151	0.05058	0.11433	0.32751	0.81659	11.63	16.59	18.28	22.01
chr1	164000000	165000000	7547	0.11000	1.8716	0.00893	0.01375	0.02111	0.04907	0.10990	0.31364	0.80185	11.80	16.83	18.55	22.33
chr1	165000000	166000000	8207	0.10672	1.5142	0.00813	0.01141	0.01599	0.03118	0.05993	0.15092	0.49539	15.05	21.48	23.67	28.50
chr1	166000000	167000000	7914	0.10850	1.7178	0.00857	0.01267	0.01868	0.04022	0.08445	0.23153	0.68419	13.04	18.61	20.50	24.69
chr1	167000000	168000000	7482	0.09279	1.6859	0.00803	0.01111	0.01537	0.02922	0.05486	0.13453	0.44531	15.67	22.36	24.64	29.66
chr1	168000000	169000000	7708	0.11276	1.7952	0.00887	0.01357	0.02070	0.04753	0.10540	0.29944	0.78544	11.98	17.09	18.83	22.68
chr1	169000000	170000000	7446	0.13035	1.1347	0.00794	0.01086	0.01486	0.02764	0.05085	0.12176	0.40344	16.23	23.17	25.52	30.73
chr1	170000000	171000000	7147	0.11876	0.9155	0.00729	0.00917	0.01153	0.01820	0.02861	0.05569	0.15799	22.23	31.72	34.95	42.08
chr1	171000000	172000000	7303	0.12261	0.7995	0.00713	0.00878	0.01080	0.01631	0.02458	0.04506	0.11838	24.60	35.10	38.68	46.57
chr1	172000000	173000000	6113	0.11154	0.7939	0.00698	0.00841	0.01013	0.01468	0.02123	0.03671	0.08881	27.40	39.10	43.08	NA
chr1	173000000	174000000	5954	0.08773	0.4620	0.00635	0.00686	0.00746	0.00883	0.01044	0.01343	0.02038	NA	NA	NA	NA
chr1	174000000	175000000	6489	0.08713	0.7593	0.00665	0.00763	0.00875	0.01151	0.01512	0.02274	0.04442	37.17	NA	NA	NA
chr1	175000000	176000000	7488	0.10904	0.7625	0.00690	0.00822	0.00979	0.01386	0.01959	0.03278	0.07557	29.22	41.70	45.94	NA
chr1	176000000	177000000	6178	0.10005	1.0947	0.00729	0.00916	0.01151	0.01814	0.02848	0.05534	0.15663	22.29	31.82	35.05	42.21
chr1	177000000	178000000	6876	0.11089	0.7667	0.00693	0.00829	0.00991	0.01415	0.02016	0.03413	0.08004	28.55	40.74	44.89	NA
chr1	178000000	179000000	6361	0.08114	0.6989	0.00652	0.00733	0.00824	0.01042	0.01316	0.01866	0.03322	43.50	NA	NA	NA
chr1	179000000	180000000	7830	0.12783	0.6493	0.00691	0.00824	0.00983	0.01396	0.01980	0.03327	0.07720	28.97	41.34	45.55	NA
chr1	180000000	181000000	7057	0.09091	0.8740	0.00684	0.00807	0.00951	0.01323	0.01836	0.02991	0.06623	30.88	44.07	48.55	NA
chr1	181000000	182000000	7052	0.10628	1.0888	0.00739	0.00942	0.01199	0.01942	0.03130	0.06307	0.18618	21.03	30.01	33.06	39.81
chr1	182000000	183000000	6865	0.10796	1.1321	0.00749	0.00968	0.01250	0.02080	0.03440	0.07185	0.22006	19.89	28.39	31.28	37.66
chr1	183000000	184000000	6942	0.13484	0.9162	0.00754	0.00981	0.01275	0.02149	0.03600	0.07647	0.23789	19.39	27.67	30.48	36.70
chr1	184000000	185000000	6888	0.09090	0.8027	0.00674	0.00785	0.00914	0.01237	0.01672	0.02620	0.05467	33.63	47.99	NA	NA
chr1	185000000	186000000	7046	0.08042	0.6761	0.00648	0.00726	0.00812	0.01017	0.01272	0.01778	0.03092	45.39	NA	NA	NA
chr1	186000000	187000000	6825	0.09602	0.7141	0.00669	0.00771	0.00890	0.01184	0.01573	0.02404	0.04822	35.69	NA	NA	NA
chr1	187000000	188000000	8022	0.12157	0.7209	0.00698	0.00840	0.01010	0.01462	0.02110	0.03639	0.08771	27.53	39.29	43.29	NA
chr1	188000000	189000000	8772	0.12440	0.6495	0.00688	0.00816	0.00968	0.01362	0.01913	0.03169	0.07196	29.82	42.55	46.88	NA
chr1	189000000	190000000	7977	0.12201	0.4482	0.00659	0.00730	0.00820	0.01033	0.01301	0.01836	0.03243	44.11	NA	NA	NA
chr1	190000000	191000000	7698	0.11921	0.3224	0.00657	0.00682	0.00739	0.00870	0.01023	0.01304	0.01950	NA	NA	NA	NA
chr1	191000000	192000000	7168	0.10646	0.5319	0.00653	0.00735	0.00828	0.01049	0.01329	0.01893	0.03392	42.97	NA	NA	NA
chr1	192000000	193000000	6653	0.10488	0.6596	0.00670	0.00774	0.00895	0.01196	0.01595	0.02451	0.04960	35.20	NA	NA	NA
chr1	193000000	194000000	7383	0.08779	0.6772	0.00656	0.00742	0.00839	0.01074	0.01373	0.01983	0.03632	41.34	NA	NA	NA
chr1	194000000	195000000	8577	0.10557	0.5576	0.00656	0.00742	0.00839	0.01074	0.01373	0.01982	0.03631	41.35	NA	NA	NA
chr1	195000000	196000000	7752	0.13703	0.5194	0.00675	0.00785	0.00914	0.01237	0.01673	0.02623	0.05474	33.61	47.96	NA	NA
chr1	196000000	197000000	6915	0.07757	0.5486	0.00633	0.00691	0.00754	0.00899	0.01072	0.01394	0.02154	NA	NA	NA	NA
chr1	197000000	198000000	5550	0.07865	0.4800	0.00628	0.00677	0.00732	0.00856	0.01000	0.01263	0.01861	NA	NA	NA	NA
chr1	198000000	199000000	6644	0.10425	0.5548	0.00654	0.00738	0.00834	0.01062	0.01352	0.01939	0.03513	42.12	NA	NA	NA
chr1	199000000	200000000	6932	0.09584	0.7506	0.00673	0.00782	0.00909	0.01226	0.01652	0.02576	0.05333	34.02	48.55	NA	NA
