chrom	window_start	window_end	n_variants	mean_2pq	cMperMb	post_L1Mb	post_L2Mb	post_L3Mb	post_L5Mb	post_L7Mb	post_L10Mb	post_L15Mb	L_for_post_0.5_Mb	L_for_post_0.9_Mb	L_for_post_0.95_Mb	L_for_post_0.99_Mb
chr1	38000000	39000000	6114	0.10792	1.5671	0.06988	0.09704	0.13324	0.23925	0.39152	0.65313	0.91852	8.23	14.37	16.46	21.07
chr1	39000000	40000000	5688	0.11413	1.6099	0.07201	0.10284	0.14482	0.26983	0.44643	0.72221	0.94816	7.55	13.18	15.10	19.33
chr1	40000000	41000000	6246	0.12099	0.9794	0.06334	0.08008	0.10078	0.15664	0.23537	0.39641	0.69900	11.66	20.36	23.32	29.86
chr1	41000000	42000000	5817	0.11431	0.8561	0.06074	0.07373	0.08925	0.12930	0.18370	0.29569	0.54274	14.18	24.75	28.34	36.28
chr1	42000000	43000000	5459	0.13251	0.7500	0.06104	0.07447	0.09057	0.13236	0.18942	0.30703	0.56270	13.82	24.12	27.63	35.37
chr1	43000000	44000000	5395	0.11408	0.8310	0.06036	0.07285	0.08767	0.12567	0.17695	0.28227	0.51834	14.64	25.55	29.26	37.46
chr1	44000000	45000000	5957	0.10122	0.6688	0.05713	0.06532	0.07459	0.09685	0.12486	0.17962	0.30892	20.64	36.03	41.27	NA
chr1	45000000	46000000	6146	0.09025	0.6465	0.05604	0.06287	0.07047	0.08828	0.11005	0.15145	0.24755	24.09	42.05	48.16	NA
chr1	46000000	47000000	6375	0.10074	0.6353	0.05671	0.06437	0.07299	0.09349	0.11900	0.16838	0.28445	21.84	38.12	43.66	NA
chr1	47000000	48000000	6206	0.11781	0.9009	0.06177	0.07623	0.09373	0.13977	0.20334	0.33447	0.60854	13.05	22.78	26.08	33.39
chr1	48000000	49000000	5923	0.09713	0.6780	0.05690	0.06481	0.07373	0.09504	0.12169	0.17352	0.29565	21.27	37.12	42.52	NA
chr1	49000000	50000000	4494	0.05707	0.4135	0.05277	0.05472	0.05729	0.06277	0.06873	0.07867	0.09818	NA	NA	NA	NA
chr1	50000000	51000000	4030	0.05769	0.1752	0.05280	0.05280	0.05295	0.05508	0.05729	0.06076	0.06698	NA	NA	NA	NA
chr1	51000000	52000000	4287	0.04377	0.3145	0.05207	0.05264	0.05407	0.05702	0.06012	0.06507	0.07418	NA	NA	NA	NA
chr1	52000000	53000000	5153	0.07740	0.7570	0.05602	0.06283	0.07041	0.08814	0.10982	0.15102	0.24661	24.16	42.17	48.30	NA
chr1	53000000	54000000	6573	0.12666	1.3320	0.07007	0.09755	0.13424	0.24188	0.39633	0.65963	0.92170	8.17	14.26	16.33	20.90
chr1	54000000	55000000	7216	0.13992	1.5270	0.07684	0.11652	0.17287	0.34416	0.56852	0.83981	0.98126	6.40	11.17	12.80	16.38
chr1	55000000	56000000	7020	0.11029	1.6213	0.07126	0.10079	0.14069	0.25890	0.42707	0.69910	0.93921	7.78	13.57	15.55	19.90
chr1	56000000	57000000	6765	0.13351	1.3764	0.07230	0.10364	0.14643	0.27410	0.45391	0.73078	0.95125	7.47	13.04	14.93	19.12
chr1	57000000	58000000	6283	0.11212	1.5445	0.07050	0.09870	0.13653	0.24792	0.40732	0.67413	0.92848	8.02	14.00	16.04	20.53
chr1	58000000	59000000	6130	0.12782	1.4708	0.07282	0.10510	0.14937	0.28192	0.46745	0.74583	0.95639	7.32	12.79	14.64	18.75
chr1	59000000	60000000	5590	0.10213	1.3855	0.06612	0.08711	0.11396	0.18940	0.29798	0.50964	0.82216	9.87	17.23	19.73	25.26
chr1	60000000	61000000	5813	0.10899	1.5508	0.06988	0.09704	0.13324	0.23927	0.39155	0.65318	0.91855	8.23	14.37	16.46	21.07
chr1	61000000	62000000	5802	0.10870	1.4493	0.06832	0.09285	0.12502	0.21779	0.35173	0.59610	0.88666	8.83	15.42	17.66	22.61
chr1	62000000	63000000	5793	0.10908	1.6349	0.07118	0.10055	0.14022	0.25766	0.42486	0.69638	0.93810	7.80	13.62	15.60	19.97
chr1	63000000	64000000	5836	0.11886	1.4032	0.06970	0.09655	0.13226	0.23670	0.38683	0.64672	0.91531	8.30	14.48	16.59	21.24
chr1	64000000	65000000	5320	0.12360	1.2820	0.06862	0.09365	0.12657	0.22183	0.35927	0.60738	0.89356	8.71	15.21	17.41	22.29
chr1	65000000	66000000	5900	0.12678	1.0776	0.06573	0.08611	0.11206	0.18460	0.28883	0.49387	0.80790	10.08	17.60	20.16	25.81
chr1	66000000	67000000	5934	0.12773	1.0302	0.06508	0.08445	0.10893	0.17673	0.27377	0.46732	0.78191	10.46	18.27	20.92	26.79
chr1	67000000	68000000	5635	0.12801	1.0418	0.06531	0.08505	0.11005	0.17954	0.27916	0.47690	0.79158	10.32	18.02	20.64	26.43
chr1	68000000	69000000	5818	0.10417	0.9790	0.06117	0.07477	0.09110	0.13360	0.19174	0.31161	0.57059	13.68	23.88	27.35	35.02
chr1	69000000	70000000	5611	0.10776	0.8841	0.06038	0.07289	0.08774	0.12583	0.17725	0.28288	0.51946	14.61	25.51	29.22	37.40
chr1	70000000	71000000	5559	0.12446	0.6483	0.05874	0.06903	0.08096	0.11059	0.14931	0.22741	0.41065	17.10	29.85	34.18	43.76
chr1	71000000	72000000	4907	0.10294	0.5126	0.05546	0.06159	0.06835	0.08397	0.10276	0.13790	0.21823	26.46	46.19	NA	NA
chr1	72000000	73000000	5000	0.07599	0.3662	0.05379	0.05569	0.05881	0.06556	0.07302	0.08567	0.11123	NA	NA	NA	NA
chr1	73000000	74000000	5697	0.10762	0.5631	0.05635	0.06357	0.07164	0.09069	0.11417	0.15920	0.26444	22.98	40.11	45.94	NA
chr1	74000000	75000000	5062	0.08047	0.5509	0.05448	0.05944	0.06482	0.07697	0.09117	0.11690	0.17366	31.88	NA	NA	NA
chr1	75000000	76000000	5576	0.07714	0.9500	0.05766	0.06652	0.07664	0.10122	0.13253	0.19448	0.34107	19.32	33.72	38.62	49.44
chr1	76000000	77000000	5464	0.10820	0.8358	0.05981	0.07152	0.08533	0.12034	0.16710	0.26269	0.48129	15.39	26.87	30.77	39.39
chr1	77000000	78000000	4935	0.11712	0.9440	0.06231	0.07755	0.09614	0.14548	0.21413	0.35557	0.64135	12.53	21.87	25.05	32.07
chr1	78000000	79000000	5903	0.12356	0.6224	0.05829	0.06798	0.07915	0.10664	0.14219	0.21337	0.38134	17.95	31.33	35.88	45.94
chr1	79000000	80000000	6858	0.12574	0.7282	0.06005	0.07209	0.08633	0.12262	0.17130	0.27105	0.49731	15.05	26.28	30.10	38.53
chr1	80000000	81000000	7398	0.12188	1.0026	0.06382	0.08127	0.10298	0.16201	0.24562	0.41574	0.72367	11.31	19.74	22.60	28.94
chr1	81000000	82000000	6599	0.10198	1.1225	0.06268	0.07846	0.09779	0.14943	0.22163	0.37010	0.66274	12.20	21.30	24.40	31.23
chr1	82000000	83000000	6553	0.12481	1.0470	0.06493	0.08409	0.10824	0.17501	0.27048	0.46141	0.77578	10.55	18.42	21.10	27.01
chr1	83000000	84000000	6153	0.12264	1.0670	0.06494	0.08409	0.10824	0.17502	0.27050	0.46145	0.77582	10.55	18.42	21.10	27.01
chr1	84000000	85000000	5620	0.11286	0.9955	0.06250	0.07802	0.09698	0.14750	0.21797	0.36301	0.65243	12.36	21.57	24.71	31.63
chr1	85000000	86000000	5880	0.13630	0.9392	0.06469	0.08348	0.10710	0.17217	0.26505	0.45160	0.76529	10.71	18.69	21.40	27.40
chr1	86000000	87000000	6243	0.10496	1.1630	0.06366	0.08087	0.10224	0.16020	0.24216	0.40925	0.71557	11.42	19.94	22.84	29.24
chr1	87000000	88000000	5479	0.10963	1.1014	0.06353	0.08056	0.10165	0.15876	0.23942	0.40408	0.70899	11.52	20.11	23.03	29.48
chr1	88000000	89000000	5233	0.12470	1.1864	0.06721	0.08994	0.11938	0.20324	0.32429	0.55330	0.85745	9.32	16.28	18.64	23.86
chr1	89000000	90000000	5524	0.10597	0.8099	0.05925	0.07021	0.08301	0.11515	0.15758	0.24379	0.44403	16.24	28.35	32.47	41.56
chr1	90000000	91000000	5033	0.11679	0.9359	0.06216	0.07717	0.09543	0.14380	0.21096	0.34938	0.63194	12.67	22.13	25.34	32.44
chr1	91000000	92000000	6507	0.14483	0.7342	0.06200	0.07678	0.09473	0.14213	0.20779	0.34320	0.62236	12.83	22.39	25.64	32.83
chr1	92000000	93000000	4809	0.03352	0.6004	0.05188	0.05394	0.05606	0.06056	0.06539	0.07331	0.08849	NA	NA	NA	NA
chr1	93000000	94000000	5253	0.10648	0.7533	0.05859	0.06868	0.08036	0.10927	0.14692	0.22270	0.40088	17.37	30.32	34.73	44.46
chr1	94000000	95000000	6168	0.12670	0.8765	0.06245	0.07789	0.09675	0.14693	0.21689	0.36092	0.64934	12.41	21.66	24.80	31.75
chr1	95000000	96000000	5649	0.12349	0.7784	0.06058	0.07337	0.08860	0.12781	0.18092	0.29017	0.53279	14.36	25.07	28.71	36.75
chr1	96000000	97000000	5936	0.12913	0.5358	0.05742	0.06598	0.07572	0.09925	0.12906	0.18774	0.32652	19.89	34.72	39.76	NA
chr1	97000000	98000000	5153	0.08590	0.7209	0.05642	0.06372	0.07190	0.09121	0.11507	0.16091	0.26816	22.75	39.72	45.49	NA
chr1	98000000	99000000	5430	0.12276	0.8807	0.06205	0.07691	0.09497	0.14271	0.20889	0.34535	0.62572	12.77	22.30	25.54	32.69
chr1	99000000	100000000	5886	0.12331	0.9047	0.06249	0.07798	0.09691	0.14732	0.21763	0.36235	0.65145	12.37	21.60	24.74	31.67
chr1	100000000	101000000	5352	0.09456	1.1348	0.06175	0.07618	0.09364	0.13954	0.20292	0.33364	0.60720	13.07	22.81	26.13	33.45
chr1	101000000	102000000	6943	0.12191	0.9540	0.06307	0.07942	0.09955	0.15367	0.22970	0.38561	0.68449	11.88	20.74	23.75	30.40
chr1	102000000	103000000	6969	0.10823	0.7850	0.05916	0.07000	0.08265	0.11434	0.15611	0.24088	0.43817	16.38	28.60	32.75	41.93
chr1	103000000	104000000	5128	0.07485	0.4323	0.05373	0.05668	0.06039	0.06849	0.07759	0.09331	0.12592	43.81	NA	NA	NA
chr1	104000000	105000000	7724	0.15210	0.5275	0.05884	0.06925	0.08135	0.11144	0.15085	0.23046	0.41693	16.93	29.55	33.84	43.33
chr1	105000000	106000000	7122	0.15925	0.6605	0.06196	0.07669	0.09458	0.14176	0.20711	0.34185	0.62026	12.86	22.45	25.71	32.91
chr1	106000000	107000000	6057	0.11135	1.0358	0.06286	0.07891	0.09861	0.15141	0.22539	0.37734	0.67304	12.05	21.03	24.09	30.84
chr1	107000000	108000000	5706	0.12050	1.0220	0.06393	0.08155	0.10349	0.16326	0.24801	0.42021	0.72915	11.23	19.60	22.45	28.74
chr1	108000000	109000000	5207	0.10368	1.3680	0.06618	0.08727	0.11425	0.19015	0.29941	0.51207	0.82428	9.84	17.18	19.67	25.18
chr1	109000000	110000000	5486	0.08792	1.3138	0.06270	0.07851	0.09788	0.14965	0.22206	0.37093	0.66394	12.18	21.27	24.36	31.19
chr1	110000000	111000000	5624	0.13162	1.6321	0.07686	0.11659	0.17301	0.34455	0.56911	0.84027	0.98136	6.40	11.17	12.79	16.37
chr1	111000000	112000000	6220	0.14390	1.3676	0.07437	0.10944	0.15823	0.30544	0.50710	0.78639	0.96857	6.93	12.10	13.86	17.75
chr1	112000000	113000000	5469	0.11008	1.0636	0.06307	0.07942	0.09956	0.15368	0.22972	0.38565	0.68455	11.88	20.73	23.75	30.40
chr1	113000000	114000000	4886	0.10478	0.9994	0.06150	0.07558	0.09257	0.13702	0.19817	0.32430	0.59197	13.32	23.25	26.63	34.09
chr1	114000000	115000000	5092	0.09319	1.0742	0.06087	0.07405	0.08982	0.13061	0.18616	0.30056	0.55137	14.02	24.47	28.03	35.88
chr1	115000000	116000000	6368	0.14419	1.2948	0.07289	0.10527	0.14973	0.28287	0.46909	0.74761	0.95698	7.31	12.76	14.61	18.70
chr1	116000000	117000000	5329	0.08861	1.1560	0.06112	0.07465	0.09089	0.13310	0.19081	0.30977	0.56744	13.73	23.98	27.46	35.16
chr1	117000000	118000000	5903	0.11511	0.9113	0.06160	0.07581	0.09298	0.13799	0.20000	0.32790	0.59789	13.22	23.08	26.43	33.84
chr1	118000000	119000000	6220	0.13746	0.7552	0.06163	0.07588	0.09310	0.13828	0.20054	0.32897	0.59963	13.19	23.03	26.37	33.76
chr1	119000000	120000000	6282	0.10126	0.5177	0.05542	0.06150	0.06819	0.08365	0.10224	0.13693	0.21614	26.65	46.53	NA	NA
chr1	120000000	121000000	4286	0.09145	0.3923	0.05466	0.05755	0.06177	0.07109	0.08169	0.10030	0.13972	39.15	NA	NA	NA
chr1	121000000	122000000	5515	0.04644	0.0811	0.05221	0.05221	0.05221	0.05221	0.05253	0.05369	0.05569	NA	NA	NA	NA
chr1	122000000	123000000	19033	0.01232	0.0292	0.05050	0.05050	0.05050	0.05050	0.05050	0.05050	0.05050	NA	NA	NA	NA
chr1	123000000	124000000	35006	0.01223	0.0000	0.05049	0.05049	0.05049	0.05049	0.05049	0.05049	0.05049	NA	NA	NA	NA
chr1	124000000	125000000	31409	0.01458	0.0035	0.05061	0.05061	0.05061	0.05061	0.05061	0.05061	0.05061	NA	NA	NA	NA
chr1	125000000	126000000	3518	0.04361	0.0053	0.05206	0.05206	0.05206	0.05206	0.05206	0.05206	0.05206	NA	NA	NA	NA
chr1	143000000	144000000	7675	0.02938	0.0522	0.05134	0.05134	0.05134	0.05134	0.05134	0.05140	0.05217	NA	NA	NA	NA
chr1	144000000	145000000	2866	0.02257	0.1169	0.05100	0.05100	0.05100	0.05119	0.05171	0.05250	0.05384	NA	NA	NA	NA
chr1	145000000	146000000	4620	0.04412	0.3526	0.05209	0.05301	0.05463	0.05801	0.06159	0.06734	0.07805	NA	NA	NA	NA
chr1	146000000	147000000	5258	0.08556	0.4111	0.05432	0.05736	0.06147	0.07052	0.08079	0.09877	0.13666	40.06	NA	NA	NA
chr1	147000000	148000000	6901	0.12072	0.3488	0.05637	0.05914	0.06434	0.07602	0.08963	0.11417	0.16797	32.83	NA	NA	NA
chr1	148000000	149000000	5982	0.06094	0.4993	0.05297	0.05621	0.05963	0.06708	0.07538	0.08960	0.11873	46.92	NA	NA	NA
chr1	149000000	150000000	4860	0.06876	0.5143	0.05350	0.05733	0.06142	0.07043	0.08065	0.09853	0.13619	40.21	NA	NA	NA
chr1	150000000	151000000	5419	0.08764	0.7568	0.05692	0.06484	0.07379	0.09515	0.12189	0.17391	0.29650	21.22	37.05	42.43	NA
chr1	151000000	152000000	5163	0.09788	0.5559	0.05562	0.06196	0.06895	0.08519	0.10481	0.14169	0.22640	25.73	44.92	NA	NA
chr1	152000000	153000000	7055	0.11682	0.8171	0.06046	0.07308	0.08807	0.12660	0.17868	0.28572	0.52468	14.51	25.34	29.02	37.15
chr1	153000000	154000000	6125	0.11280	1.0237	0.06289	0.07898	0.09875	0.15173	0.22600	0.37852	0.67468	12.02	20.99	24.04	30.77
chr1	154000000	155000000	5175	0.09860	0.9132	0.05970	0.07128	0.08489	0.11936	0.16530	0.25912	0.47436	15.54	27.13	31.07	39.78
chr1	155000000	156000000	4879	0.04849	1.1064	0.05539	0.06143	0.06809	0.08345	0.10189	0.13630	0.21478	26.78	46.76	NA	NA
chr1	156000000	157000000	5229	0.09655	1.0306	0.06082	0.07393	0.08960	0.13011	0.18521	0.29867	0.54804	14.08	24.58	28.15	36.04
chr1	157000000	158000000	6429	0.13822	1.4716	0.07526	0.11197	0.16343	0.31925	0.52958	0.80721	0.97394	6.73	11.75	13.45	17.22
chr1	158000000	159000000	6245	0.16545	1.4864	0.08251	0.13341	0.20859	0.43582	0.69364	0.91910	0.99405	5.48	9.57	10.96	14.03
chr1	159000000	160000000	6100	0.10945	1.8205	0.07417	0.10887	0.15706	0.30233	0.50197	0.78143	0.96721	6.98	12.19	13.96	17.87
chr1	160000000	161000000	6380	0.12327	1.5960	0.07402	0.10846	0.15622	0.30012	0.49829	0.77782	0.96619	7.02	12.25	14.03	17.96
chr1	161000000	162000000	6087	0.12867	1.5855	0.07519	0.11176	0.16300	0.31810	0.52774	0.80556	0.97354	6.75	11.78	13.49	17.27
chr1	162000000	163000000	6360	0.13543	1.4949	0.07507	0.11143	0.16231	0.31628	0.52480	0.80291	0.97288	6.77	11.82	13.54	17.33
chr1	163000000	164000000	6645	0.11796	1.8424	0.07700	0.11698	0.17381	0.34664	0.57229	0.84274	0.98186	6.37	11.12	12.74	16.31
chr1	164000000	165000000	6152	0.13214	1.8716	0.08197	0.13177	0.20506	0.42704	0.68288	0.91361	0.99338	5.55	9.70	11.10	14.22
chr1	165000000	166000000	6480	0.10881	1.5142	0.06930	0.09546	0.13013	0.23110	0.37651	0.63232	0.90775	8.45	14.74	16.89	21.62
chr1	166000000	167000000	6240	0.14639	1.7178	0.08297	0.13484	0.21165	0.44339	0.70269	0.92355	0.99457	5.42	9.46	10.83	13.87
chr1	167000000	168000000	5986	0.10202	1.6859	0.07020	0.09791	0.13495	0.24377	0.39977	0.66422	0.92389	8.12	14.18	16.23	20.78
chr1	168000000	169000000	6200	0.11864	1.7952	0.07635	0.11511	0.16993	0.33643	0.55666	0.83033	0.97927	6.50	11.34	12.99	16.63
chr1	169000000	170000000	6418	0.11820	1.1347	0.06532	0.08506	0.11007	0.17960	0.27926	0.47709	0.79177	10.32	18.02	20.64	26.42
chr1	170000000	171000000	5770	0.11565	0.9155	0.06172	0.07611	0.09352	0.13927	0.20241	0.33264	0.60559	13.09	22.86	26.18	33.52
chr1	171000000	172000000	6387	0.12811	0.7995	0.06139	0.07530	0.09206	0.13583	0.19593	0.31989	0.58463	13.44	23.46	26.87	34.40
chr1	172000000	173000000	5241	0.09227	0.7939	0.05772	0.06667	0.07690	0.10176	0.13350	0.19637	0.34513	19.17	33.46	38.32	49.06
chr1	173000000	174000000	4835	0.11185	0.4620	0.05584	0.06139	0.06801	0.08330	0.10164	0.13583	0.21378	26.88	46.93	NA	NA
chr1	174000000	175000000	5613	0.07389	0.7593	0.05573	0.06220	0.06935	0.08599	0.10618	0.14422	0.23186	25.28	44.12	NA	NA
chr1	175000000	176000000	6089	0.11704	0.7625	0.05972	0.07131	0.08495	0.11949	0.16553	0.25958	0.47527	15.52	27.10	31.03	39.73
chr1	176000000	177000000	4914	0.07700	1.0947	0.05891	0.06942	0.08165	0.11211	0.15206	0.23285	0.42184	16.80	29.32	33.58	42.99
chr1	177000000	178000000	5862	0.11990	0.7667	0.06005	0.07211	0.08636	0.12269	0.17144	0.27132	0.49782	15.04	26.26	30.08	38.51
chr1	178000000	179000000	5140	0.09593	0.6989	0.05703	0.06510	0.07423	0.09608	0.12351	0.17701	0.30325	20.90	36.49	41.79	NA
chr1	179000000	180000000	6473	0.14086	0.6493	0.06013	0.07229	0.08667	0.12340	0.17275	0.27393	0.50275	14.94	26.09	29.88	38.25
chr1	180000000	181000000	5701	0.09953	0.8740	0.05935	0.07044	0.08343	0.11608	0.15928	0.24717	0.45079	16.08	28.07	32.14	41.15
chr1	181000000	182000000	5277	0.11232	1.0888	0.06375	0.08110	0.10266	0.16123	0.24412	0.41294	0.72020	11.36	19.82	22.70	29.07
chr1	182000000	183000000	5334	0.13060	1.1321	0.06726	0.09008	0.11964	0.20390	0.32555	0.55533	0.85894	9.30	16.23	18.59	23.80
chr1	183000000	184000000	6158	0.14092	0.9162	0.06488	0.08396	0.10799	0.17440	0.26931	0.45930	0.77355	10.59	18.48	21.17	27.10
chr1	184000000	185000000	5732	0.10758	0.8027	0.05932	0.07037	0.08331	0.11580	0.15878	0.24617	0.44880	16.12	28.15	32.24	41.27
chr1	185000000	186000000	5783	0.08875	0.6761	0.05621	0.06326	0.07113	0.08964	0.11237	0.15581	0.25703	23.45	40.93	46.88	NA
chr1	186000000	187000000	6032	0.09330	0.7141	0.05697	0.06497	0.07400	0.09561	0.12269	0.17543	0.29981	21.06	36.77	42.11	NA
chr1	187000000	188000000	6798	0.12842	0.7209	0.06019	0.07242	0.08692	0.12396	0.17377	0.27596	0.50658	14.87	25.95	29.72	38.05
chr1	188000000	189000000	6879	0.15911	0.6495	0.06173	0.07612	0.09354	0.13932	0.20249	0.33281	0.60586	13.09	22.85	26.17	33.50
chr1	189000000	190000000	6319	0.14054	0.4482	0.05760	0.06447	0.07316	0.09384	0.11961	0.16954	0.28697	21.70	37.89	43.39	NA
chr1	190000000	191000000	6480	0.13923	0.3224	0.05751	0.05991	0.06560	0.07849	0.09366	0.12135	0.18296	30.48	NA	NA	NA
chr1	191000000	192000000	5978	0.12133	0.5319	0.05685	0.06469	0.07353	0.09462	0.12097	0.17214	0.29263	21.42	37.38	42.82	NA
chr1	192000000	193000000	5916	0.11009	0.6596	0.05773	0.06669	0.07693	0.10183	0.13362	0.19659	0.34561	19.15	33.43	38.28	49.01
chr1	193000000	194000000	5645	0.09366	0.6772	0.05661	0.06416	0.07264	0.09275	0.11773	0.16596	0.27918	22.12	38.62	44.23	NA
chr1	194000000	195000000	6881	0.11472	0.5576	0.05676	0.06449	0.07319	0.09390	0.11971	0.16974	0.28741	21.68	37.85	43.35	NA
chr1	195000000	196000000	6215	0.13762	0.5194	0.05772	0.06668	0.07692	0.10180	0.13356	0.19649	0.34538	19.16	33.44	38.30	49.03
chr1	196000000	197000000	5406	0.08130	0.5486	0.05451	0.05951	0.06493	0.07719	0.09153	0.11754	0.17498	31.67	NA	NA	NA
chr1	197000000	198000000	4813	0.07323	0.4800	0.05364	0.05730	0.06138	0.07035	0.08052	0.09830	0.13574	40.35	NA	NA	NA
chr1	198000000	199000000	5629	0.11322	0.5548	0.05662	0.06418	0.07267	0.09281	0.11784	0.16616	0.27960	22.10	38.58	44.18	NA
